generation,total_steps,match_type,policy_loss,value_loss,entropy_loss,approx_kl,clip_frac,epochs_done,ent_launch,ent_ships,ent_target,kl_launch,kl_ships,kl_target,cf_launch,cf_ships,cf_target,mean_dense_rew,mean_cap_bonus,mean_terminal_rew,mean_attempts,mean_launched,launch_rate,mean_filtered_invalid_target,mean_filtered_zero_ships,mean_filtered_sun,mean_out,mean_sun_crash,mean_target_hit_exclusive,mean_target_hit_ambiguous,mean_hit_other_exclusive,mean_hit_other_ambiguous,mean_captured_exclusive,mean_captured_ambiguous,mean_unknown_removal,win_rate,league_size
48,6144,self,0.06665010005235672,0.020548854488879442,-138.06400299072266,0.14353983849287033,0.677734375,4,27.693766593933105,-35.345863342285156,145.7160987854004,0.008040418731980026,0.09115859307348728,0.03212138172239065,0.10546875,0.642578125,0.42578125,-0.0018109374999999992,0.0048828125,0.0,1.46875,0.9140625,0.6223404255319149,0.2890625,0.0,0.265625,0.0234375,0.0,0.390625,0.0078125,0.2109375,0.0234375,0.1015625,0.015625,0.0,,4
49,6272,self,0.052513317205011845,0.4859929606318474,-138.0643081665039,0.09654678776860237,0.642578125,4,27.69753122329712,-35.345863342285156,145.71263885498047,0.00870394369121641,0.05823626462370157,0.03236508835107088,0.138671875,0.521484375,0.412109375,0.0248953125,0.02246093750000001,0.0,7.3125,1.5,0.20512820512820512,5.4140625,0.0,0.3984375,0.046875,0.0078125,0.6796875,0.1015625,0.5,0.0625,0.25,0.015625,0.0,,4
50,6400,self,0.027385124936699867,0.0642184978350997,-138.11153411865234,0.10206296853721142,0.640625,4,27.68490743637085,-35.345863342285156,145.77248764038086,0.0077739040134474635,0.0637205671519041,0.029215102549642324,0.111328125,0.5546875,0.369140625,-0.0028984374999999995,0.0041015625,0.0,1.359375,0.90625,0.6666666666666666,0.328125,0.0,0.125,0.0625,0.0,0.2421875,0.0390625,0.0859375,0.0390625,0.0703125,0.0,0.0,,4
50,6400,eval,0.027385124936699867,0.0642184978350997,-138.11153411865234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,4
51,6528,self,0.05215980717912316,0.0575418034568429,-138.09281158447266,0.07896896451711655,0.64453125,4,27.66881036758423,-35.345863342285156,145.76985549926758,0.00762293697334826,0.04327797144651413,0.031355367973446846,0.119140625,0.5078125,0.408203125,-0.0026421875,0.007617187499999999,0.0,1.5859375,0.984375,0.6206896551724138,0.3125,0.0,0.2890625,0.015625,0.0078125,0.28125,0.0234375,0.2421875,0.03125,0.109375,0.0,0.0,,4
52,6656,self,0.08251646533608437,0.01431974396109581,-137.9513816833496,0.12180878035724163,0.654296875,4,27.69428777694702,-35.345863342285156,145.60295867919922,0.011791687458753586,0.07017950341105461,0.03282757289707661,0.1953125,0.57421875,0.423828125,0.0010437500000000004,0.004296875,0.0,0.875,0.5078125,0.5803571428571429,0.21875,0.0,0.1484375,0.0,0.0078125,0.25,0.03125,0.109375,0.0,0.03125,0.015625,0.0,,4
53,6784,self,0.07044882886111736,0.39113573729991913,-137.77277755737305,0.13250798173248768,0.724609375,4,27.719522953033447,-35.345863342285156,145.39912033081055,0.009005904197692871,0.0914572486653924,0.029532944317907095,0.11328125,0.6484375,0.400390625,-0.024093750000000004,0.0011718750000000004,0.0,1.6875,1.1015625,0.6527777777777778,0.3125,0.0,0.2734375,0.0234375,0.0,0.3984375,0.1640625,0.3125,0.078125,0.0859375,0.0234375,0.0,,4
54,6912,league,0.12985916808247566,0.6354150325059891,-137.67583847045898,0.12120236083865166,0.671875,4,27.721331119537354,-35.345863342285156,145.3003692626953,0.007260388461872935,0.06797763705253601,0.03425597958266735,0.09765625,0.5625,0.419921875,0.021660937499999994,0.025781249999999995,0.0,3.9765625,1.1484375,0.2888015717092338,2.5078125,0.0,0.3203125,0.0703125,0.0,0.421875,0.0703125,0.296875,0.0390625,0.1484375,0.046875,0.0,,4
55,7040,self,0.10378790460526943,0.6186285465955734,-137.68153381347656,0.10577969066798687,0.658203125,4,27.71956205368042,-35.345863342285156,145.3078384399414,0.008337608422152698,0.06330693233758211,0.030112166423350573,0.13671875,0.60546875,0.400390625,0.028371874999999994,0.023437500000000003,0.0,5.671875,1.8359375,0.3236914600550964,3.515625,0.0,0.3203125,0.0703125,0.0078125,0.7265625,0.1640625,0.671875,0.0546875,0.2421875,0.0625,0.0,,4
55,7040,eval,0.10378790460526943,0.6186285465955734,-137.68153381347656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4
56,7168,self,0.09455029107630253,0.06019762437790632,-137.72027206420898,0.13005672954022884,0.6796875,4,27.72057056427002,-35.345863342285156,145.34556579589844,0.007502183201722801,0.07892793603241444,0.026803141459822655,0.091796875,0.595703125,0.376953125,-0.0009812500000000004,-0.0001953125,0.0,0.421875,0.3359375,0.7962962962962963,0.015625,0.0,0.0703125,0.015625,0.0078125,0.15625,0.0,0.1015625,0.0,0.0,0.0,0.0,,4
57,7296,self,0.04193877335637808,0.02646613959223032,-137.66914749145508,0.09593291766941547,0.66015625,4,27.72129774093628,-35.345863342285156,145.29370880126953,0.009331283858045936,0.06035146117210388,0.028145201038569212,0.1328125,0.55078125,0.37890625,0.0018874999999999986,0.004882812499999999,0.0,2.9921875,1.8515625,0.618798955613577,0.6328125,0.0,0.5078125,0.1328125,0.015625,0.3359375,0.0703125,0.671875,0.1015625,0.1328125,0.0234375,0.0,,4
58,7424,self,0.09506097808480263,0.6072579324245453,-137.65594863891602,0.09793724305927753,0.650390625,4,27.72052812576294,-35.345863342285156,145.2812843322754,0.009455202613025904,0.05770463403314352,0.03443294018507004,0.146484375,0.541015625,0.46484375,0.021684375000000006,0.025781249999999995,0.0078125,3.609375,1.53125,0.42424242424242425,1.7734375,0.0,0.3046875,0.0078125,0.015625,0.3515625,0.03125,0.5234375,0.015625,0.1875,0.015625,0.0,,4
59,7552,self,0.06492735166102648,0.04899449925869703,-137.7832260131836,0.0985333975404501,0.640625,4,27.720462799072266,-35.345863342285156,145.40862655639648,0.009632789413444698,0.059766896069049835,0.030843325424939394,0.140625,0.53515625,0.435546875,-0.00032500000000000053,0.006835937500000002,0.0,1.3515625,0.875,0.6473988439306358,0.15625,0.0,0.3203125,0.046875,0.0,0.234375,0.0390625,0.140625,0.0078125,0.0546875,0.015625,0.0,,4
60,7680,self,0.04412513226270676,0.17225218191742897,-137.84625625610352,0.10143844224512577,0.65625,4,27.713333129882812,-35.345863342285156,145.4787826538086,0.007402378018014133,0.06268746964633465,0.032202493865042925,0.10546875,0.54296875,0.421875,0.014465625,0.013671875000000002,0.0,2.34375,0.828125,0.35333333333333333,1.3515625,0.0,0.1640625,0.0390625,0.0,0.3515625,0.03125,0.15625,0.0703125,0.1328125,0.015625,0.0,,4
60,7680,eval,0.04412513226270676,0.17225218191742897,-137.84625625610352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,4
61,7808,self,0.06288102455437183,0.527154840528965,-137.86868286132812,0.08612948097288609,0.611328125,4,27.71406078338623,-35.345863342285156,145.5004768371582,0.008222101954743266,0.054535419680178165,0.03166598454117775,0.103515625,0.544921875,0.38671875,0.0210640625,0.026562500000000003,0.0,3.5859375,1.109375,0.3093681917211329,2.1953125,0.0,0.28125,0.0078125,0.015625,0.5859375,0.03125,0.140625,0.03125,0.1640625,0.015625,0.0,,5
62,7936,self,0.06971151195466518,0.0440370449796319,-137.92057418823242,0.0977485403418541,0.654296875,4,27.70673131942749,-35.345863342285156,145.55970764160156,0.007858072174713016,0.061419129371643066,0.03274040715768933,0.091796875,0.576171875,0.439453125,0.0021718750000000015,0.007617187500000001,0.0,1.2421875,0.6640625,0.5345911949685535,0.4296875,0.0,0.1484375,0.0234375,0.0,0.3125,0.0078125,0.0859375,0.0078125,0.0703125,0.0,0.0,,5
63,8064,self,0.08033682964742184,0.09376687183976173,-137.8978385925293,0.10443494655191898,0.65234375,4,27.708237171173096,-35.345863342285156,145.53546524047852,0.008050803793594241,0.06213762052357197,0.03531183023005724,0.12109375,0.5390625,0.455078125,0.012298437500000002,0.013671875000000002,0.0,2.8828125,1.125,0.3902439024390244,1.5,0.0078125,0.25,0.046875,0.0078125,0.359375,0.09375,0.125,0.0234375,0.171875,0.015625,0.0,,5
64,8192,self,0.04173135571181774,0.10341012850403786,-137.85133361816406,0.16025182232260704,0.6875,4,27.70587682723999,-35.345863342285156,145.49132919311523,0.008367668138816953,0.11757852509617805,0.03953306842595339,0.123046875,0.666015625,0.466796875,-0.0023015625000000002,0.000390625,0.0,0.625,0.5390625,0.8625,0.015625,0.0,0.0703125,0.015625,0.0,0.09375,0.0,0.28125,0.0,0.0078125,0.0,0.0,,5
65,8320,league,0.09265885502099991,0.05487533658742905,-137.88005447387695,0.15489104762673378,0.693359375,4,27.676566123962402,-35.345863342285156,145.5493507385254,0.011169356759637594,0.12198414467275143,0.041474693454802036,0.1796875,0.6484375,0.4921875,0.003826562500000001,0.008203125,0.0,1.3515625,0.4375,0.3236994219653179,0.7890625,0.0,0.125,0.015625,0.0,0.2109375,0.0,0.078125,0.0078125,0.0859375,0.0,0.0,,5
65,8320,eval,0.09265885502099991,0.05487533658742905,-137.88005447387695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,5
66,8448,self,0.07711557112634182,0.07703054137527943,-137.90396881103516,0.10837495513260365,0.6484375,4,27.662716388702393,-35.345863342285156,145.58711624145508,0.00926651805639267,0.06759479735046625,0.03512763511389494,0.146484375,0.552734375,0.45703125,0.010525000000000001,0.010937500000000005,0.0,2.3671875,1.2265625,0.5181518151815182,0.90625,0.0,0.234375,0.09375,0.0078125,0.2890625,0.03125,0.1953125,0.015625,0.1484375,0.015625,0.0,,5
67,8576,self,0.03883418533951044,0.0707846712321043,-137.90399551391602,0.11317327432334423,0.658203125,4,27.691303253173828,-35.345863342285156,145.55856323242188,0.008358956198208034,0.06297265086323023,0.037429459393024445,0.119140625,0.599609375,0.42578125,-1.5625000000000007e-05,0.0,0.0,0.4453125,0.3671875,0.8245614035087719,0.0078125,0.0,0.0703125,0.0078125,0.0,0.234375,0.0078125,0.0546875,0.0,0.0,0.0,0.0,,5
68,8704,league,0.07057692110538483,0.04454251332208514,-137.9661750793457,0.10736771114170551,0.669921875,4,27.676274299621582,-35.345863342285156,145.63577270507812,0.011489660944789648,0.05595584958791733,0.03530396055430174,0.1796875,0.5546875,0.447265625,0.0009828125000000002,0.0015625,0.0,0.515625,0.3828125,0.7424242424242424,0.0078125,0.0,0.125,0.015625,0.0,0.15625,0.0,0.140625,0.0,0.0078125,0.0,0.0,,5
69,8832,league,0.045049047097563744,0.039741290267556906,-138.0636978149414,0.11881482228636742,0.654296875,4,27.643208980560303,-35.345863342285156,145.76634979248047,0.009678647387772799,0.06231825053691864,0.03550976887345314,0.12890625,0.560546875,0.462890625,6.2499999999999995e-06,0.0,0.0,0.46875,0.3203125,0.6833333333333333,0.1171875,0.0,0.03125,0.0078125,0.0,0.109375,0.0,0.1171875,0.0,0.0,0.0,0.0,,5
70,8960,self,0.030394230037927628,0.023281738976947963,-138.11738967895508,0.1093977577984333,0.6640625,4,27.613178253173828,-35.345863342285156,145.85006713867188,0.010487864026799798,0.07152933441102505,0.03544745594263077,0.1484375,0.560546875,0.419921875,0.0005296875000000001,0.000390625,0.0,0.6796875,0.4609375,0.6781609195402298,0.078125,0.0,0.140625,0.0,0.0078125,0.0859375,0.0,0.15625,0.015625,0.0078125,0.0,0.0,,5
70,8960,eval,0.030394230037927628,0.023281738976947963,-138.11738967895508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,5
71,9088,self,0.0588733097538352,0.18753324449062347,-138.16592025756836,0.11039811372756958,0.67578125,4,27.590259075164795,-35.345863342285156,145.92152404785156,0.009811539435759187,0.07063194550573826,0.03582340432330966,0.146484375,0.578125,0.451171875,0.009356250000000003,0.018359374999999997,0.0,2.4296875,0.859375,0.3536977491961415,1.3203125,0.0,0.25,0.015625,0.0,0.3203125,0.0078125,0.2890625,0.015625,0.125,0.015625,0.0,,5
72,9216,self,0.016884708777070045,0.08749608509242535,-138.22301483154297,0.09994300082325935,0.646484375,4,27.567992210388184,-35.345863342285156,146.00088500976562,0.008892792509868741,0.06605490669608116,0.03396812733262777,0.1328125,0.5625,0.412109375,0.012156250000000002,0.012500000000000002,0.0,2.7109375,1.015625,0.3746397694524496,1.4765625,0.0,0.21875,0.0078125,0.0078125,0.421875,0.09375,0.1796875,0.0390625,0.1328125,0.0390625,0.0,,5
73,9344,self,0.07343007158488035,0.04866749048233032,-138.18006896972656,0.09077435359358788,0.654296875,4,27.519883155822754,-35.345863342285156,146.00605010986328,0.008281059912405908,0.05305631831288338,0.03114865906536579,0.130859375,0.525390625,0.416015625,2.3437500000000194e-05,0.000390625,0.0,0.765625,0.4140625,0.5408163265306123,0.3046875,0.0,0.046875,0.0078125,0.0,0.21875,0.0078125,0.0234375,0.015625,0.0078125,0.0,0.0,,5
74,9472,self,0.08496796898543835,0.0318034621886909,-138.0634536743164,0.08875062316656113,0.6328125,4,27.490354537963867,-35.345863342285156,145.9189682006836,0.008225985337048769,0.05389443505555391,0.030298501253128052,0.12109375,0.5546875,0.4375,-0.0007781249999999996,0.0023437500000000003,0.0,0.8046875,0.5703125,0.7087378640776699,0.140625,0.0,0.09375,0.0078125,0.0078125,0.1328125,0.0,0.1953125,0.015625,0.03125,0.0,0.0,,5
75,9600,self,0.037254015915095806,0.031532914377748966,-138.04080963134766,0.08315726928412914,0.638671875,4,27.550970554351807,-35.345863342285156,145.83570098876953,0.008140661753714085,0.04501185193657875,0.03241617791354656,0.1171875,0.470703125,0.43359375,0.0007281250000000001,0.0031250000000000006,0.0,0.84375,0.59375,0.7037037037037037,0.109375,0.0,0.140625,0.015625,0.0,0.15625,0.015625,0.1171875,0.0,0.046875,0.0,0.0,,5
75,9600,eval,0.037254015915095806,0.031532914377748966,-138.04080963134766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5
76,9728,league,0.07885027956217527,0.012697466416284442,-138.00615692138672,0.08859889954328537,0.634765625,4,27.525557041168213,-35.345863342285156,145.82646942138672,0.012472121277824044,0.05086767952889204,0.03313942160457373,0.2109375,0.48828125,0.43359375,0.003475,0.004687500000000001,0.0,1.21875,0.75,0.6153846153846154,0.3125,0.0,0.15625,0.03125,0.0,0.234375,0.0,0.25,0.03125,0.046875,0.0,0.0,,5
77,9856,self,0.060111199505627155,0.167494747787714,-137.9024658203125,0.0929880365729332,0.65234375,4,27.361000061035156,-35.345863342285156,145.88733673095703,0.010574208339676261,0.04444904625415802,0.03397265262901783,0.158203125,0.521484375,0.455078125,0.011926562499999994,0.014453125,0.0078125,1.8671875,0.8046875,0.4309623430962343,0.84375,0.0,0.21875,0.015625,0.0078125,0.296875,0.015625,0.15625,0.0078125,0.1171875,0.0,0.0,,5
78,9984,league,0.06393013522028923,0.030307226814329624,-137.93046951293945,0.08008970879018307,0.609375,4,27.36428213119507,-35.345863342285156,145.91204833984375,0.0078883784590289,0.04440522100776434,0.02971618017181754,0.099609375,0.48828125,0.380859375,-0.00010312500000000007,0.0019531250000000004,0.0,0.828125,0.6484375,0.7830188679245284,0.0625,0.0,0.1171875,0.078125,0.015625,0.140625,0.0078125,0.2421875,0.0,0.0390625,0.0,0.0,,5
79,10112,league,0.07307262159883976,0.03389784786850214,-137.9219207763672,0.11270084045827389,0.625,4,27.361819744110107,-35.345863342285156,145.90596389770508,0.007550619775429368,0.06994388904422522,0.034077292773872614,0.107421875,0.572265625,0.44140625,-0.0005109375000000003,0.0,0.0,0.359375,0.3125,0.8695652173913043,0.0078125,0.0,0.0390625,0.0,0.0,0.125,0.0078125,0.1015625,0.0,0.0,0.0,0.0,,5
