generation,total_steps,match_type,policy_loss,value_loss,entropy_loss,approx_kl,clip_frac,epochs_done,ent_launch,ent_ships,ent_target,mean_dense_rew,mean_cap_bonus,mean_terminal_rew,win_rate,league_size
70,8960,eval,0.07637716829776764,0.027928845956921577,-138.57269287109375,,,,,,,,,,0.75,4
71,9088,self,0.11883582174777985,0.01340316329151392,-138.59979248046875,0.19784551858901978,0.7265625,1,27.496522903442383,-35.345863342285156,146.44912719726562,0.0021359375000000007,0.00234375,0.0,,5
72,9216,league,0.11895841360092163,0.08239703625440598,-138.623046875,0.20407935976982117,0.8125,1,27.501340866088867,-35.345863342285156,146.46759033203125,0.002085937499999999,0.0111328125,0.0,,5
73,9344,self,0.13081640005111694,0.3673381507396698,-138.64682006835938,0.24220967292785645,0.7890625,1,27.50530433654785,-35.345863342285156,146.48739624023438,0.018310937500000003,0.0197265625,0.0078125,,5
74,9472,self,0.25525760650634766,0.018279004842042923,-138.66656494140625,0.29665684700012207,0.7890625,1,27.508604049682617,-35.345863342285156,146.50381469726562,0.0036249999999999993,0.004296875,0.0,,5
75,9600,self,0.10750565677881241,0.17820364236831665,-138.71282958984375,0.23274123668670654,0.7890625,1,27.53036880493164,-35.345863342285156,146.5283203125,0.016215625,0.013671875000000002,0.0,,5
75,9600,eval,0.10750565677881241,0.17820364236831665,-138.71282958984375,,,,,,,,,,0.5,5
76,9728,league,0.11751982569694519,0.03830018267035484,-138.7486114501953,0.28036630153656006,0.796875,1,27.544689178466797,-35.345863342285156,146.54978942871094,0.001521874999999999,0.005859375,0.0,,5
77,9856,self,0.07512423396110535,0.05035997927188873,-138.77880859375,0.22144509851932526,0.796875,1,27.54937171936035,-35.345863342285156,146.57530212402344,-0.001528125,-0.0001953125,0.0,,5
78,9984,league,0.0367494598031044,0.02908492088317871,-138.79104614257812,0.18652872741222382,0.7734375,1,27.538402557373047,-35.345863342285156,146.59849548339844,0.0002203125000000009,0.0023437500000000003,0.0,,5
79,10112,self,0.13399437069892883,0.03179456666111946,-138.79490661621094,0.22445985674858093,0.7578125,1,27.52240562438965,-35.345863342285156,146.61834716796875,0.0005046875000000001,0.000390625,0.0,,5
