generation,total_steps,match_type,policy_loss,value_loss,entropy_loss,approx_kl,clip_frac,epochs_done,ent_launch,ent_ships,ent_target,kl_launch,kl_ships,kl_target,cf_launch,cf_ships,cf_target,mean_dense_rew,mean_cap_bonus,mean_terminal_rew,mean_attempts,mean_launched,launch_rate,mean_filtered_invalid_target,mean_filtered_zero_ships,mean_filtered_sun,mean_filtered_path,mean_out,mean_sun_crash,mean_target_hit_exclusive,mean_target_hit_ambiguous,mean_hit_other_exclusive,mean_hit_other_ambiguous,mean_captured_exclusive,mean_captured_ambiguous,mean_unknown_removal,win_rate,league_size
49,6272,self,0.06281049456447363,0.17177752405405045,-136.97686386108398,0.12685821019113064,0.732421875,4,27.691497325897217,-35.345863342285156,144.6312255859375,0.010789730004034936,0.08464837074279785,0.04305821843445301,0.1640625,0.634765625,0.474609375,0.008025000000000003,0.016015625000000002,0.0,4.0703125,0.6640625,0.16314779270633398,2.2890625,0.0,0.359375,0.7578125,0.015625,0.0,0.4140625,0.0390625,0.0078125,0.0234375,0.1484375,0.0234375,0.0,,5
50,6400,self,0.08223453909158707,0.025131578091531992,-136.7563819885254,0.12798776105046272,0.68359375,4,27.65947723388672,-35.345863342285156,144.44276428222656,0.006544923991896212,0.07606393657624722,0.04273810051381588,0.076171875,0.603515625,0.46875,0.0002500000000000006,0.0062499999999999995,0.0,0.8515625,0.34375,0.4036697247706422,0.1875,0.0,0.1328125,0.1875,0.0,0.0,0.203125,0.015625,0.0,0.0,0.03125,0.0,0.0,,5
50,6400,eval,0.08223453909158707,0.025131578091531992,-136.7563819885254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5
51,6528,self,0.12485817261040211,0.024837996810674667,-136.4914093017578,0.16194528341293335,0.71875,4,27.653246879577637,-35.345863342285156,144.18402481079102,0.006859704968519509,0.09678162634372711,0.04085078649222851,0.10546875,0.65234375,0.478515625,-0.002246875,0.005078125000000001,0.0,1.515625,0.4765625,0.31443298969072164,0.140625,0.0,0.25,0.6484375,0.0,0.0,0.2421875,0.03125,0.0078125,0.0,0.046875,0.015625,0.0,,5
52,6656,league,0.07090101856738329,0.007870176224969327,-136.2439842224121,0.1389792151749134,0.703125,4,27.63483238220215,-35.345863342285156,143.95502090454102,0.006194733316078782,0.08525178022682667,0.04097609035670757,0.072265625,0.626953125,0.4921875,0.0012312500000000001,0.0011718750000000002,0.0,1.109375,0.5078125,0.45774647887323944,0.0390625,0.0,0.1953125,0.3671875,0.0078125,0.0,0.296875,0.0,0.015625,0.0,0.015625,0.0,0.0,,5
53,6784,self,0.0447116419672966,0.08296570926904678,-136.16404724121094,0.10924677923321724,0.6796875,4,27.67690896987915,-35.345863342285156,143.83300018310547,0.009276864817366004,0.07671972922980785,0.04293002840131521,0.138671875,0.59375,0.515625,0.008225000000000001,0.012109375000000002,0.0,2.609375,0.7265625,0.27844311377245506,1.3828125,0.0,0.171875,0.328125,0.0078125,0.0,0.4921875,0.0703125,0.0234375,0.0,0.125,0.015625,0.0,,5
54,6912,self,0.11802799254655838,0.08143153414130211,-136.265625,0.13674313202500343,0.66796875,4,27.70424461364746,-35.345863342285156,143.9072494506836,0.007082317490130663,0.08598208613693714,0.03759211674332619,0.08984375,0.625,0.46484375,0.007198437500000003,0.016210937499999998,0.0,2.4609375,0.6171875,0.2507936507936508,1.40625,0.0,0.15625,0.28125,0.0078125,0.0,0.390625,0.0234375,0.0234375,0.0,0.1015625,0.0,0.0,,5
55,7040,league,0.039081563241779804,0.02213998301886022,-136.34806442260742,0.12589991465210915,0.689453125,4,27.714112758636475,-35.345863342285156,143.97981643676758,0.007440646877512336,0.0726809948682785,0.04213227704167366,0.0859375,0.560546875,0.49609375,0.0020265625,0.0048828125,0.0,1.234375,0.5,0.4050632911392405,0.3046875,0.0,0.140625,0.2890625,0.0,0.0,0.3203125,0.0,0.0234375,0.0,0.0546875,0.0,0.0,,5
55,7040,eval,0.039081563241779804,0.02213998301886022,-136.34806442260742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5
56,7168,self,0.05595388822257519,0.019751185551285744,-136.47456741333008,0.12610621750354767,0.69921875,4,27.7155818939209,-35.345863342285156,144.10485458374023,0.007466343697160482,0.07929816097021103,0.032231819815933704,0.1015625,0.623046875,0.419921875,0.0020234375000000005,0.0054687500000000005,0.0,1.2578125,0.4140625,0.32919254658385094,0.46875,0.0,0.1328125,0.2421875,0.015625,0.0,0.234375,0.0,0.015625,0.0,0.0390625,0.0,0.0,,5
57,7296,self,0.0840176697820425,0.04277657903730869,-136.5381965637207,0.11700539290904999,0.6640625,4,27.706854820251465,-35.345863342285156,144.1772003173828,0.0074858543230220675,0.07051694486290216,0.038911012932658195,0.103515625,0.599609375,0.46484375,-0.005396875000000001,0.0025390624999999997,0.0,1.265625,0.6484375,0.5123456790123457,0.2890625,0.0,0.1015625,0.2265625,0.0,0.0,0.375,0.0234375,0.03125,0.0,0.0703125,0.0,0.0,,5
58,7424,self,0.08063733763992786,0.2676975280046463,-136.48627853393555,0.11673377826809883,0.650390625,4,27.718780040740967,-35.345863342285156,144.11336135864258,0.009169702068902552,0.07247248478233814,0.03688687551766634,0.13671875,0.6015625,0.44921875,0.0027640624999999987,0.023046875,0.0,2.96875,0.8046875,0.2710526315789474,1.0625,0.0,0.265625,0.8359375,0.0078125,0.0,0.453125,0.015625,0.03125,0.015625,0.125,0.0,0.0,,5
59,7552,self,0.09427942521870136,0.036725644022226334,-136.50904846191406,0.13989534229040146,0.708984375,4,27.72254467010498,-35.345863342285156,144.1323699951172,0.007062939228489995,0.09266007505357265,0.03533533262088895,0.08984375,0.650390625,0.4375,-0.0019343750000000001,0.000390625,0.0,0.7734375,0.3046875,0.3939393939393939,0.21875,0.0,0.0703125,0.1796875,0.0,0.0,0.1796875,0.0078125,0.0,0.0,0.0078125,0.0,0.0,,5
60,7680,self,0.1330254152417183,0.015229756943881512,-136.6076202392578,0.15258391946554184,0.681640625,4,27.72196674346924,-35.345863342285156,144.2315216064453,0.007731035468168557,0.09366617351770401,0.038023912347853184,0.103515625,0.630859375,0.44921875,0.0013890625000000008,0.003125,0.0,0.6640625,0.3359375,0.5058823529411764,0.03125,0.0,0.1171875,0.1796875,0.0,0.0,0.1640625,0.0234375,0.0078125,0.0,0.015625,0.0,0.0,,5
60,7680,eval,0.1330254152417183,0.015229756943881512,-136.6076202392578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,5
61,7808,self,0.059927331283688545,0.036630162969231606,-136.63061141967773,0.12918489426374435,0.7109375,4,27.72214984893799,-35.345863342285156,144.2543182373047,0.006519431131891906,0.09154978021979332,0.03921587998047471,0.080078125,0.61328125,0.447265625,-0.003743749999999997,0.003125,0.0,1.0546875,0.3671875,0.34814814814814815,0.046875,0.0,0.2109375,0.4296875,0.0,0.0078125,0.1640625,0.0234375,0.0234375,0.0,0.03125,0.0078125,0.0,,5
62,7936,self,0.09083659760653973,0.041285120882093906,-136.74080276489258,0.10979396104812622,0.66796875,4,27.720973014831543,-35.345863342285156,144.36569213867188,0.006141901365481317,0.07022393681108952,0.03746438305824995,0.06640625,0.603515625,0.46875,0.0014593750000000004,0.005859375,0.0,0.9296875,0.3828125,0.4117647058823529,0.0703125,0.0,0.09375,0.3828125,0.0,0.0,0.203125,0.0,0.015625,0.0,0.046875,0.0,0.0,,5
63,8064,self,0.03479352034628391,0.023224960081279278,-136.68646621704102,0.14269085228443146,0.724609375,4,27.722344875335693,-35.345863342285156,144.3099822998047,0.006142394617199898,0.0974893756210804,0.04386711306869984,0.0703125,0.60546875,0.48828125,-0.0059734375,0.0068359375,0.0,1.1953125,0.4765625,0.39869281045751637,0.140625,0.0,0.140625,0.4375,0.0,0.0,0.265625,0.0,0.015625,0.0,0.0625,0.0,0.0,,5
64,8192,self,0.07221579365432262,0.696459099650383,-136.46371841430664,0.11727014183998108,0.705078125,4,27.721034049987793,-35.345863342285156,144.08855438232422,0.006334761157631874,0.07229355350136757,0.041259266436100006,0.078125,0.576171875,0.462890625,0.0217875,0.02578125,0.0,3.421875,0.7265625,0.21232876712328766,2.109375,0.0,0.21875,0.3671875,0.0,0.0,0.4140625,0.1796875,0.015625,0.0,0.1484375,0.0390625,0.0,,5
65,8320,self,0.04864529147744179,0.0574523750692606,-136.30814743041992,0.1238540317863226,0.685546875,4,27.710581302642822,-35.345863342285156,143.94342803955078,0.007224775734357536,0.0852587129920721,0.03974114824086428,0.09375,0.603515625,0.4765625,-0.0046781249999999965,0.0,0.0,0.515625,0.359375,0.696969696969697,0.0,0.0,0.0625,0.09375,0.0,0.0,0.234375,0.015625,0.0,0.0,0.0,0.0,0.0,,5
65,8320,eval,0.04864529147744179,0.0574523750692606,-136.30814743041992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5
66,8448,league,0.09931845031678677,0.021853876765817404,-136.2477035522461,0.12269503809511662,0.693359375,4,27.702393054962158,-35.345863342285156,143.89117050170898,0.005986633710563183,0.06989031378179789,0.03884924342855811,0.06640625,0.58203125,0.4609375,-0.00022812500000000182,0.000390625,0.0,0.5859375,0.296875,0.5066666666666667,0.046875,0.0,0.1484375,0.09375,0.0078125,0.0,0.1328125,0.0390625,0.03125,0.0,0.015625,0.0,0.0,,5
67,8576,self,0.02784136403352022,0.007024847320280969,-136.15827560424805,0.10497533716261387,0.6640625,4,27.704047203063965,-35.345863342285156,143.80008697509766,0.005283792270347476,0.06257514283061028,0.0338816330768168,0.048828125,0.572265625,0.4296875,0.0008843750000000004,0.00234375,0.0,0.7734375,0.3671875,0.47474747474747475,0.046875,0.0,0.1171875,0.2421875,0.0,0.0,0.1953125,0.015625,0.015625,0.0,0.0234375,0.0,0.0,,5
68,8704,self,0.05563753563910723,0.0888830665498972,-136.19976806640625,0.10743080265820026,0.669921875,4,27.709933280944824,-35.345863342285156,143.8357048034668,0.004782135714776814,0.05554722901433706,0.03877783473581076,0.041015625,0.53125,0.4453125,0.0080140625,0.010937500000000001,0.0,1.6015625,0.40625,0.25365853658536586,0.78125,0.0,0.140625,0.2734375,0.0078125,0.0,0.2109375,0.0078125,0.015625,0.0,0.0859375,0.0,0.0,,5
69,8832,self,0.05732751917093992,0.17488326877355576,-136.27102279663086,0.09182250127196312,0.603515625,4,27.71325922012329,-35.345863342285156,143.90361785888672,0.00596472667530179,0.053244453854858875,0.0353175331838429,0.07421875,0.533203125,0.439453125,-0.017931250000000003,0.0025390625,0.0,1.515625,0.6796875,0.4484536082474227,0.09375,0.0,0.203125,0.5390625,0.0078125,0.0,0.3984375,0.0703125,0.0,0.0,0.0625,0.0,0.0,,5
70,8960,self,0.047735901083797216,0.030928296502679586,-136.43544006347656,0.11968521773815155,0.703125,4,27.720298767089844,-35.345863342285156,144.06100845336914,0.005949857295490801,0.08214204385876656,0.03692748211324215,0.0703125,0.59765625,0.453125,-0.0030546874999999992,0.0078125,0.0,1.859375,0.78125,0.42016806722689076,0.5234375,0.0,0.1796875,0.375,0.0078125,0.0,0.421875,0.03125,0.03125,0.0,0.1171875,0.0,0.0,,5
70,8960,eval,0.047735901083797216,0.030928296502679586,-136.43544006347656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5
71,9088,self,0.11374533176422119,0.052072297781705856,-136.44610214233398,0.10880736634135246,0.685546875,4,27.721763610839844,-35.345863342285156,144.07019805908203,0.004888025927357376,0.06466797646135092,0.03407167363911867,0.037109375,0.56640625,0.4375,-0.007535937499999998,0.0,0.0,0.5078125,0.28125,0.5538461538461539,0.0078125,0.0,0.0859375,0.1328125,0.0,0.0,0.1640625,0.0,0.0390625,0.0,0.0,0.0,0.0,,5
72,9216,self,0.07781855948269367,0.014671707758679986,-136.3819351196289,0.10199138522148132,0.703125,4,27.72110891342163,-35.345863342285156,144.00668716430664,0.0060529999900609255,0.06489946320652962,0.03702364396303892,0.064453125,0.5625,0.45703125,-0.0039453125,0.00078125,0.0,0.71875,0.28125,0.391304347826087,0.078125,0.0,0.1015625,0.2578125,0.0,0.0,0.15625,0.0,0.0,0.0,0.015625,0.0,0.0,,5
73,9344,self,0.12093429267406464,0.18700748309493065,-136.15539169311523,0.10232073999941349,0.6328125,4,27.714394569396973,-35.345863342285156,143.786865234375,0.00611438846681267,0.06176849454641342,0.034203194081783295,0.060546875,0.5546875,0.4609375,0.011135937500000005,0.0134765625,0.0,2.46875,0.5390625,0.21835443037974683,1.3046875,0.0,0.25,0.375,0.0,0.0,0.3203125,0.0546875,0.015625,0.0,0.125,0.0,0.0,,5
74,9472,self,0.04336141236126423,0.04325804207473993,-136.1209487915039,0.10699283517897129,0.654296875,4,27.715590476989746,-35.345863342285156,143.751220703125,0.00581510120537132,0.06721440888941288,0.035262370482087135,0.0625,0.560546875,0.443359375,-0.0082984375,0.0033203125,0.0,1.5546875,0.53125,0.3417085427135678,0.328125,0.0,0.28125,0.4140625,0.0,0.0,0.2578125,0.015625,0.0078125,0.0,0.0546875,0.0,0.0,,5
75,9600,self,0.043949469923973083,0.030243155546486378,-136.15334701538086,0.0756950955837965,0.615234375,4,27.71977996826172,-35.345863342285156,143.7794303894043,0.005292551475577056,0.048522984609007835,0.03665944095700979,0.044921875,0.474609375,0.44921875,-0.003015625,0.01171875,0.0,2.1796875,0.609375,0.27956989247311825,0.4375,0.0,0.328125,0.8046875,0.0078125,0.0,0.375,0.0078125,0.0234375,0.0,0.125,0.0,0.0,,5
75,9600,eval,0.043949469923973083,0.030243155546486378,-136.15334701538086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5
76,9728,league,0.08261237852275372,0.028638070914894342,-136.17876052856445,0.0847832877188921,0.626953125,4,27.717167854309082,-35.345863342285156,143.80745315551758,0.005429985118098557,0.04260365106165409,0.03352701757103205,0.052734375,0.470703125,0.41015625,0.0035515625000000018,0.006640625000000001,0.0,1.34375,0.34375,0.2558139534883721,0.53125,0.0,0.0859375,0.3828125,0.0,0.0,0.1796875,0.0,0.015625,0.0,0.0625,0.0,0.0,,5
77,9856,self,0.05218094866722822,0.03992816247045994,-136.15182876586914,0.08095394633710384,0.595703125,4,27.719698905944824,-35.345863342285156,143.7779884338379,0.00433770043309778,0.04743179026991129,0.031434716656804085,0.029296875,0.484375,0.44140625,-0.0061796875,0.0,0.0,0.4609375,0.21875,0.4745762711864407,0.0078125,0.0,0.140625,0.09375,0.0,0.0,0.15625,0.0078125,0.015625,0.0,0.0,0.0,0.0,,5
78,9984,self,0.057143387384712696,0.014194058952853084,-136.06280136108398,0.08826338686048985,0.603515625,4,27.72138214111328,-35.345863342285156,143.68728637695312,0.005926126032136381,0.04359928984194994,0.03640124946832657,0.064453125,0.48828125,0.4453125,-0.00032031250000000034,0.0052734375,0.0,1.6640625,0.7421875,0.4460093896713615,0.1875,0.0,0.3203125,0.4140625,0.0,0.0,0.3828125,0.0234375,0.0390625,0.0,0.0546875,0.0,0.0,,5
79,10112,league,0.07232005707919598,0.09947189502418041,-136.07041549682617,0.07716638967394829,0.61328125,4,27.722840309143066,-35.345863342285156,143.69343948364258,0.005173248937353492,0.0423334501683712,0.030287717003375292,0.056640625,0.47265625,0.40625,-0.017637500000000004,0.0044921875000000005,0.0,1.2109375,0.578125,0.4774193548387097,0.0703125,0.0,0.1875,0.375,0.0,0.0,0.265625,0.046875,0.015625,0.0,0.046875,0.0,0.0,,5
