generation,total_steps,match_type,policy_loss,value_loss,entropy_loss,approx_kl,clip_frac,epochs_done,ent_launch,ent_ships,ent_target,win_rate,league_size
14,7168,self,0.034481823444366455,0.021812189370393753,-138.5093231201172,0.4065234065055847,0.828125,1,27.64192771911621,-35.345863342285156,146.2132568359375,,1
15,7680,self,0.13073474168777466,0.01784207485616207,-138.47183227539062,0.35739436745643616,0.8359375,1,27.618865966796875,-35.345863342285156,146.1988525390625,,1
16,8192,self,0.11317376792430878,0.020411700010299683,-138.45925903320312,0.3423762917518616,0.8515625,1,27.617610931396484,-35.345863342285156,146.1875,,1
17,8704,self,0.15559625625610352,0.01415763795375824,-138.42784118652344,0.4402013421058655,0.8125,1,27.59119415283203,-35.345863342285156,146.18251037597656,,1
18,9216,self,-0.004920165985822678,0.036575816571712494,-138.40948486328125,0.3474076986312866,0.8125,1,27.58085060119629,-35.345863342285156,146.17449951171875,,1
19,9728,self,0.43726080656051636,0.04269253462553024,-138.37704467773438,0.3401174545288086,0.8125,1,27.553401947021484,-35.345863342285156,146.16949462890625,,1
20,10240,self,0.047957029193639755,0.03999655693769455,-138.317626953125,0.2448415905237198,0.7734375,1,27.513629913330078,-35.345863342285156,146.14987182617188,,1
20,10240,eval,0.047957029193639755,0.03999655693769455,-138.317626953125,,,,,,,0.6,1
21,10752,self,0.07016484439373016,0.02139919251203537,-138.30593872070312,0.3011840283870697,0.828125,1,27.491573333740234,-35.345863342285156,146.16021728515625,,2
22,11264,self,0.09329459816217422,0.033521026372909546,-138.24221801757812,0.4711712598800659,0.9296875,1,27.460773468017578,-35.345863342285156,146.12730407714844,,2
23,11776,self,0.11784885823726654,0.03695017099380493,-138.23104858398438,0.30071312189102173,0.8046875,1,27.454423904418945,-35.345863342285156,146.12249755859375,,2
24,12288,self,0.25129270553588867,0.009797949343919754,-138.20635986328125,0.3406032919883728,0.796875,1,27.44499969482422,-35.345863342285156,146.1072235107422,,2
25,12800,self,0.04031777381896973,0.04764057323336601,-138.1969757080078,0.2962166666984558,0.8046875,1,27.436845779418945,-35.345863342285156,146.10598754882812,,2
26,13312,league,0.1805681586265564,0.034516166895627975,-138.18521118164062,0.292430579662323,0.8359375,1,27.42586898803711,-35.345863342285156,146.10519409179688,,2
27,13824,self,0.1579732596874237,0.05318275839090347,-138.22471618652344,0.32106930017471313,0.8125,1,27.450164794921875,-35.345863342285156,146.12042236328125,,2
28,14336,self,-0.007318655028939247,0.021462462842464447,-138.24899291992188,0.3187748193740845,0.8359375,1,27.465167999267578,-35.345863342285156,146.12969970703125,,2
29,14848,self,0.15011101961135864,0.030472850427031517,-138.2689208984375,0.24729853868484497,0.7734375,1,27.493755340576172,-35.345863342285156,146.12100219726562,,2
30,15360,self,0.044128499925136566,0.03527608513832092,-138.2648162841797,0.30036285519599915,0.8359375,1,27.493202209472656,-35.345863342285156,146.11746215820312,,2
30,15360,eval,0.044128499925136566,0.03527608513832092,-138.2648162841797,,,,,,,0.4,2
31,15872,self,0.16908328235149384,0.01398293487727642,-138.2498779296875,0.31528910994529724,0.796875,1,27.485488891601562,-35.345863342285156,146.11026000976562,,2
32,16384,self,-0.04224961996078491,0.04844643920660019,-138.27767944335938,0.29559260606765747,0.84375,1,27.49587059020996,-35.345863342285156,146.12767028808594,,2
33,16896,self,0.1699238121509552,0.0241660475730896,-138.32196044921875,0.2522999346256256,0.7890625,1,27.521398544311523,-35.345863342285156,146.1464385986328,,2
34,17408,self,0.15595605969429016,0.04049201309680939,-138.40200805664062,0.3372431993484497,0.7890625,1,27.563417434692383,-35.345863342285156,146.1844482421875,,2
35,17920,self,0.11979266256093979,0.01792578212916851,-138.46624755859375,0.22784186899662018,0.7578125,1,27.59417152404785,-35.345863342285156,146.21795654296875,,2
36,18432,self,0.07193068414926529,0.01903054118156433,-138.53408813476562,0.29069799184799194,0.7578125,1,27.627819061279297,-35.345863342285156,146.25213623046875,,2
37,18944,self,0.16183342039585114,0.016111236065626144,-138.56085205078125,0.27450379729270935,0.7734375,1,27.648086547851562,-35.345863342285156,146.25863647460938,,2
38,19456,self,0.11556662619113922,0.03286518156528473,-138.5869140625,0.30345553159713745,0.8046875,1,27.661434173583984,-35.345863342285156,146.27134704589844,,2
39,19968,self,0.12235280871391296,0.05272017419338226,-138.61819458007812,0.21681544184684753,0.7734375,1,27.681190490722656,-35.345863342285156,146.28286743164062,,2
40,20480,self,0.16715869307518005,0.017515692859888077,-138.64202880859375,0.26531514525413513,0.8125,1,27.695674896240234,-35.345863342285156,146.29220581054688,,2
40,20480,eval,0.16715869307518005,0.017515692859888077,-138.64202880859375,,,,,,,0.6,2
41,20992,self,0.15614920854568481,0.021501611918210983,-138.6479949951172,0.40185895562171936,0.8125,1,27.699111938476562,-35.345863342285156,146.29473876953125,,3
42,21504,self,0.25976696610450745,0.050856444984674454,-138.66961669921875,0.2362368106842041,0.8046875,1,27.708728790283203,-35.345863342285156,146.3067626953125,,3
43,22016,self,0.1896461844444275,0.0027099258732050657,-138.68988037109375,0.27196425199508667,0.8203125,1,27.715850830078125,-35.345863342285156,146.31988525390625,,3
44,22528,self,-0.014785384759306908,0.016491664573550224,-138.70626831054688,0.22131794691085815,0.8046875,1,27.7176456451416,-35.345863342285156,146.33448791503906,,3
45,23040,self,0.1713304966688156,0.022242803126573563,-138.71347045898438,0.2752760648727417,0.8515625,1,27.718711853027344,-35.345863342285156,146.3406219482422,,3
46,23552,league,0.19986999034881592,0.005613196175545454,-138.72596740722656,0.2995806932449341,0.8125,1,27.718955993652344,-35.345863342285156,146.35287475585938,,3
47,24064,self,0.07511075586080551,0.016821037977933884,-138.72750854492188,0.30456840991973877,0.796875,1,27.719345092773438,-35.345863342285156,146.35401916503906,,3
48,24576,league,0.05960288643836975,0.01859743520617485,-138.73240661621094,0.302642285823822,0.8203125,1,27.717849731445312,-35.345863342285156,146.36041259765625,,3
49,25088,league,0.09088557958602905,0.025436513125896454,-138.7322998046875,0.29965195059776306,0.8125,1,27.711917877197266,-35.345863342285156,146.36624145507812,,3
50,25600,self,0.09545482695102692,0.026851186528801918,-138.72885131835938,0.24950633943080902,0.796875,1,27.703651428222656,-35.345863342285156,146.37106323242188,,3
50,25600,eval,0.09545482695102692,0.026851186528801918,-138.72885131835938,,,,,,,0.4,3
51,26112,self,0.026691168546676636,0.043045587837696075,-138.71495056152344,0.29186204075813293,0.859375,1,27.692150115966797,-35.345863342285156,146.36865234375,,3
52,26624,self,0.05256098136305809,0.0318276509642601,-138.68553161621094,0.2608782947063446,0.8046875,1,27.6705379486084,-35.345863342285156,146.36085510253906,,3
53,27136,self,0.007985647767782211,0.043890468776226044,-138.6584014892578,0.29642975330352783,0.8125,1,27.648731231689453,-35.345863342285156,146.35552978515625,,3
54,27648,self,0.1436426341533661,0.009112704545259476,-138.6147003173828,0.22251072525978088,0.7421875,1,27.617895126342773,-35.345863342285156,146.34266662597656,,3
55,28160,league,0.19507001340389252,0.0563465878367424,-138.5782012939453,0.26640063524246216,0.8359375,1,27.593046188354492,-35.345863342285156,146.33102416992188,,3
56,28672,self,0.23800987005233765,0.0471603199839592,-138.53030395507812,0.24985507130622864,0.734375,1,27.567646026611328,-35.345863342285156,146.30853271484375,,3
57,29184,self,0.12108240276575089,0.013196132145822048,-138.5017852783203,0.2600007653236389,0.7734375,1,27.545225143432617,-35.345863342285156,146.30242919921875,,3
58,29696,self,0.016756001859903336,0.013977821916341782,-138.44351196289062,0.25752055644989014,0.7734375,1,27.500484466552734,-35.345863342285156,146.28887939453125,,3
59,30208,self,0.1753559112548828,0.03125520795583725,-138.39190673828125,0.39778926968574524,0.84375,1,27.468917846679688,-35.345863342285156,146.26885986328125,,3
60,30720,league,-0.002337023615837097,0.031993746757507324,-138.30401611328125,0.215165913105011,0.7578125,1,27.411462783813477,-35.345863342285156,146.2384033203125,,3
60,30720,eval,-0.002337023615837097,0.031993746757507324,-138.30401611328125,,,,,,,0.6,3
61,31232,self,0.1212770864367485,0.019206291064620018,-138.24673461914062,0.3128035068511963,0.8046875,1,27.368486404418945,-35.345863342285156,146.22412109375,,4
62,31744,self,0.11546380072832108,0.06035471707582474,-138.19622802734375,0.21107447147369385,0.75,1,27.332674026489258,-35.345863342285156,146.20941162109375,,4
63,32256,self,0.0994701236486435,0.04511552304029465,-138.14627075195312,0.22418029606342316,0.7578125,1,27.299034118652344,-35.345863342285156,146.193115234375,,4
64,32768,self,0.13318058848381042,0.014425824396312237,-138.12118530273438,0.25950080156326294,0.796875,1,27.28475570678711,-35.345863342285156,146.1822967529297,,4
65,33280,self,0.16343726217746735,0.008687153458595276,-138.12261962890625,0.2682781219482422,0.75,1,27.288272857666016,-35.345863342285156,146.1802215576172,,4
66,33792,league,-0.032482847571372986,0.021164454519748688,-138.12315368652344,0.1967976838350296,0.7890625,1,27.281946182250977,-35.345863342285156,146.18707275390625,,4
67,34304,league,0.11265435814857483,0.007495278492569923,-138.12396240234375,0.1889493614435196,0.7734375,1,27.277034759521484,-35.345863342285156,146.19277954101562,,4
68,34816,self,0.14754179120063782,0.05182875692844391,-138.15512084960938,0.26077547669410706,0.796875,1,27.293426513671875,-35.345863342285156,146.20755004882812,,4
69,35328,self,0.14191171526908875,0.009025135077536106,-138.15509033203125,0.21478599309921265,0.796875,1,27.28680419921875,-35.345863342285156,146.2141571044922,,4
70,35840,self,0.10604649037122726,0.010090168565511703,-138.150390625,0.2428412288427353,0.796875,1,27.286407470703125,-35.345863342285156,146.2098388671875,,4
70,35840,eval,0.10604649037122726,0.010090168565511703,-138.150390625,,,,,,,0.8,4
71,36352,league,-0.025545816868543625,0.05686545744538307,-138.16217041015625,0.20495903491973877,0.7421875,1,27.298891067504883,-35.345863342285156,146.20913696289062,,5
72,36864,league,0.1826287806034088,0.039652783423662186,-138.16522216796875,0.16797569394111633,0.703125,1,27.30453109741211,-35.345863342285156,146.20654296875,,5
73,37376,league,0.008503959514200687,0.02242918312549591,-138.17788696289062,0.18353953957557678,0.8046875,1,27.306182861328125,-35.345863342285156,146.21755981445312,,5
74,37888,self,0.12512996792793274,0.011811784468591213,-138.17042541503906,0.1818767637014389,0.78125,1,27.302644729614258,-35.345863342285156,146.21365356445312,,5
75,38400,self,-0.04849725589156151,0.013152549043297768,-138.1807861328125,0.20797020196914673,0.75,1,27.312274932861328,-35.345863342285156,146.21437072753906,,5
76,38912,league,0.08160725980997086,0.019550437107682228,-138.21337890625,0.21987569332122803,0.703125,1,27.344078063964844,-35.345863342285156,146.21514892578125,,5
77,39424,self,0.006531147286295891,0.026959698647260666,-138.2442626953125,0.19701990485191345,0.7578125,1,27.37343978881836,-35.345863342285156,146.21669006347656,,5
78,39936,self,0.1572445034980774,0.028932873159646988,-138.27517700195312,0.2068290114402771,0.828125,1,27.414278030395508,-35.345863342285156,146.20677185058594,,5
79,40448,self,0.1215038001537323,0.017761122435331345,-138.2908935546875,0.2493722140789032,0.796875,1,27.447391510009766,-35.345863342285156,146.18936157226562,,5
80,40960,self,-0.006974885240197182,0.017110738903284073,-138.31256103515625,0.20762206614017487,0.7734375,1,27.470840454101562,-35.345863342285156,146.18756103515625,,5
80,40960,eval,-0.006974885240197182,0.017110738903284073,-138.31256103515625,,,,,,,0.6,5
81,41472,self,0.029703466221690178,0.0394730269908905,-138.33514404296875,0.17391228675842285,0.75,1,27.496864318847656,-35.345863342285156,146.18414306640625,,5
82,41984,self,0.05440301075577736,0.023131113499403,-138.35302734375,0.1753482073545456,0.734375,1,27.51215362548828,-35.345863342285156,146.18675231933594,,5
83,42496,self,0.18973270058631897,0.023515567183494568,-138.35794067382812,0.21642377972602844,0.828125,1,27.528627395629883,-35.345863342285156,146.1751708984375,,5
84,43008,self,-0.01064388733357191,0.01108979620039463,-138.37612915039062,0.21430259943008423,0.7734375,1,27.552886962890625,-35.345863342285156,146.16909790039062,,5
85,43520,league,0.10514040291309357,0.02908553183078766,-138.3857421875,0.1763545274734497,0.734375,1,27.56967544555664,-35.345863342285156,146.16192626953125,,5
86,44032,self,0.23034270107746124,0.020445939153432846,-138.37887573242188,0.24091114103794098,0.796875,1,27.5799560546875,-35.345863342285156,146.14479064941406,,5
87,44544,self,0.13908042013645172,0.018143560737371445,-138.36990356445312,0.21519526839256287,0.734375,1,27.580533981323242,-35.345863342285156,146.13523864746094,,5
88,45056,league,0.1645471304655075,0.042879216372966766,-138.34259033203125,0.22609440982341766,0.7890625,1,27.571331024169922,-35.345863342285156,146.1171112060547,,5
89,45568,self,0.07371688634157181,0.03516533225774765,-138.32127380371094,0.251475989818573,0.7578125,1,27.55402374267578,-35.345863342285156,146.11309814453125,,5
90,46080,self,0.09401863813400269,0.017579827457666397,-138.2982940673828,0.1692144274711609,0.6953125,1,27.53456687927246,-35.345863342285156,146.10960388183594,,5
90,46080,eval,0.09401863813400269,0.017579827457666397,-138.2982940673828,,,,,,,0.5,5
91,46592,self,0.10284722596406937,0.021560532972216606,-138.28192138671875,0.16115102171897888,0.7265625,1,27.52606201171875,-35.345863342285156,146.10171508789062,,5
92,47104,self,0.1387069970369339,0.0235610269010067,-138.27325439453125,0.2361201047897339,0.7578125,1,27.5257568359375,-35.345863342285156,146.09335327148438,,5
93,47616,self,0.10580654442310333,0.017905086278915405,-138.27938842773438,0.1953830122947693,0.78125,1,27.5306396484375,-35.345863342285156,146.0946044921875,,5
94,48128,self,0.05512244999408722,0.029452359303832054,-138.29403686523438,0.2111641764640808,0.75,1,27.53995704650879,-35.345863342285156,146.09994506835938,,5
95,48640,self,0.2115488052368164,0.04075389355421066,-138.3065948486328,0.24009577929973602,0.75,1,27.54568099975586,-35.345863342285156,146.1067657470703,,5
96,49152,league,0.06267277896404266,0.012450800277292728,-138.32369995117188,0.17016959190368652,0.7109375,1,27.562232971191406,-35.345863342285156,146.10733032226562,,5
97,49664,league,0.026436612010002136,0.011850913986563683,-138.3325958251953,0.18300384283065796,0.71875,1,27.576887130737305,-35.345863342285156,146.1015625,,5
98,50176,self,0.058877166360616684,0.021748699247837067,-138.35276794433594,0.19802707433700562,0.78125,1,27.59521484375,-35.345863342285156,146.10340881347656,,5
