generation,total_steps,match_type,policy_loss,value_loss,entropy_loss,approx_kl,clip_frac,epochs_done,ent_launch,ent_ships,ent_target,kl_launch,kl_ships,kl_target,cf_launch,cf_ships,cf_target,mean_dense_rew,mean_cap_bonus,mean_terminal_rew,mean_attempts,mean_launched,launch_rate,mean_filtered_invalid_target,mean_filtered_zero_ships,mean_filtered_sun,mean_filtered_path,mean_out,mean_sun_crash,mean_target_hit_exclusive,mean_target_hit_ambiguous,mean_hit_other_exclusive,mean_hit_other_ambiguous,mean_captured_exclusive,mean_captured_ambiguous,mean_unknown_removal,win_rate,league_size
10,1280,self,0.020813521929085255,1.1505420207977295,-15.0510413646698,0.10794214438647032,0.517578125,4,8.159337520599365,-5.3018797636032104,12.193583011627197,0.005205868626944721,0.09438611567020416,0.008626529946923256,0.052734375,0.4609375,0.11328125,0.032878125,0.029687499999999995,0.0,6.0,3.0234375,0.50390625,0.0,0.0,1.1640625,1.8125,0.0234375,0.0,1.2421875,0.421875,0.0546875,0.0,0.25,0.078125,0.0,,2
10,1280,eval,0.020813521929085255,1.1505420207977295,-15.0510413646698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2
11,1408,self,0.010973886121064425,0.041066491045057774,-1.5184915661811829,0.005208322603721172,0.0546875,4,0.686645045876503,-0.32446398586034775,1.1563104689121246,0.00037645490374416113,0.004810066893696785,0.0005155701655894518,0.0,0.05859375,0.001953125,-0.002140625000000001,0.0,0.0,0.3671875,0.1875,0.5106382978723404,0.0,0.0,0.0703125,0.109375,0.0,0.0,0.1328125,0.0,0.0234375,0.0,0.0,0.0,0.0,,3
12,1536,self,0.0015103779733181,0.09970693290233612,-1.771851122379303,0.011476351064629853,0.123046875,4,0.6698976457118988,-0.4280163198709488,1.5299698114395142,0.0003061703173443675,0.01083931338507682,0.0009089992381632328,0.0,0.109375,0.0,-0.011473437499999998,-0.000390625,0.0,0.484375,0.28125,0.5806451612903226,0.0,0.0,0.078125,0.125,0.0078125,0.0,0.1796875,0.0078125,0.046875,0.0,0.0,0.0,0.0,,3
13,1664,self,0.012334520928561687,0.10618164576590061,-10.685834169387817,0.038253381848335266,0.341796875,4,4.542836308479309,-2.6578431725502014,8.800841093063354,0.0029328977689146996,0.030304409563541412,0.0051554510137066245,0.01953125,0.298828125,0.060546875,-0.002523437499999999,0.005859375000000001,0.0,3.0078125,1.265625,0.42077922077922075,0.0,0.0,0.6015625,1.140625,0.0078125,0.0,0.703125,0.1171875,0.0546875,0.0,0.1953125,0.0234375,0.0,,3
14,1792,self,-0.004750268533825874,0.011785506969317794,-3.699789047241211,0.007921977899968624,0.1171875,4,1.5088602006435394,-0.8836465924978256,3.074575424194336,0.000977790099568665,0.00560224533546716,0.001498136087320745,0.0,0.083984375,0.00390625,0.0019999999999999996,0.003515625,0.0,1.0,0.4453125,0.4453125,0.0,0.0,0.2109375,0.34375,0.0,0.0,0.2578125,0.0078125,0.0390625,0.0,0.0234375,0.0,0.0,,3
15,1920,self,0.007983464747667313,0.14503733068704605,-8.487128734588623,0.022118359338492155,0.287109375,4,3.3629892468452454,-1.9467839002609253,7.0709228515625,0.001784051419235766,0.015501116635277867,0.004737264127470553,0.0078125,0.21484375,0.05859375,-0.013932812499999999,0.008789062500000003,0.0,2.203125,0.7578125,0.34397163120567376,0.0,0.0,0.453125,0.9921875,0.0078125,0.0,0.46875,0.0,0.0390625,0.0,0.1484375,0.0,0.0,,3
15,1920,eval,0.007983464747667313,0.14503733068704605,-8.487128734588623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3
16,2048,league,0.033054791390895844,0.3428492024540901,-11.05857539176941,0.027287799399346113,0.27734375,4,6.149763703346252,-3.2377363443374634,8.146548509597778,0.004566600546240807,0.021632499061524868,0.0041532551404088736,0.052734375,0.23046875,0.044921875,0.018296874999999997,0.015429687500000004,0.0,3.6640625,2.0390625,0.5565031982942431,0.0,0.0,0.6640625,0.9609375,0.0390625,0.0,0.8671875,0.140625,0.0546875,0.0,0.2109375,0.0390625,0.0,,3
17,2176,self,-0.009179113898426294,0.011809001211076975,-5.512238502502441,0.010537296999245882,0.150390625,4,2.2945069074630737,-1.2771454751491547,4.494876980781555,0.0011344068916514516,0.008448880864307284,0.0021612190175801516,0.001953125,0.111328125,0.015625,-0.002584375,0.0072265624999999995,0.0,1.4453125,0.71875,0.4972972972972973,0.0,0.0,0.296875,0.4296875,0.0,0.0,0.40625,0.046875,0.0234375,0.0,0.09375,0.015625,0.0,,3
18,2304,self,0.011635079979896545,0.07488055154681206,-11.04279351234436,0.020913761807605624,0.244140625,4,4.330432891845703,-2.5542909502983093,9.266651391983032,0.003196067176759243,0.014631721656769514,0.004910046118311584,0.03125,0.166015625,0.068359375,0.0005921874999999983,0.014062500000000002,0.0,2.890625,1.4375,0.4972972972972973,0.0,0.0,0.5234375,0.9296875,0.0,0.0,0.8125,0.046875,0.0390625,0.015625,0.1875,0.015625,0.0,,3
19,2432,self,0.012281636241823435,0.08000124245882034,-7.769332766532898,0.03042333386838436,0.255859375,4,4.116061091423035,-2.443835198879242,6.097106695175171,0.001966376672498882,0.024959450121968985,0.003560637473128736,0.013671875,0.240234375,0.041015625,0.008351562500000001,0.010351562500000003,0.0,2.765625,1.640625,0.5932203389830508,0.0,0.0,0.59375,0.53125,0.046875,0.0078125,0.7109375,0.171875,0.03125,0.015625,0.125,0.109375,0.0,,3
20,2560,self,0.012395740952342749,0.33409374952316284,-9.452726125717163,0.027795693837106228,0.30859375,4,5.421330571174622,-3.1065701842308044,7.137965559959412,0.002520304755307734,0.022552083246409893,0.005882000434212387,0.01953125,0.25,0.07421875,0.024332812499999995,0.015039062500000004,0.0,3.515625,1.6796875,0.4777777777777778,0.0,0.0,0.59375,1.2421875,0.0078125,0.0,1.0859375,0.2265625,0.0625,0.0,0.2734375,0.03125,0.0,,3
20,2560,eval,0.012395740952342749,0.33409374952316284,-9.452726125717163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,3
21,2688,self,0.0036054952070116997,0.0664571225643158,-1.8492688834667206,0.0027741649537347257,0.02734375,4,0.7115473747253418,-0.39349889010190964,1.5312203466892242,0.000416897120885551,0.0017631729133427143,0.0007684235461056232,0.0,0.017578125,0.001953125,-0.004981250000000001,0.0011718750000000002,0.0,0.4453125,0.1953125,0.43859649122807015,0.0,0.0,0.1015625,0.1484375,0.0,0.0,0.1328125,0.0,0.0078125,0.0,0.0078125,0.0,0.0,,4
22,2816,self,0.02644801139831543,0.06720181927084923,-8.91061806678772,0.02925292495638132,0.330078125,4,3.8550745844841003,-2.347186267375946,7.402729511260986,0.002630286500789225,0.021519436966627836,0.003961135516874492,0.01953125,0.23828125,0.0390625,-0.00201875,0.004492187500000003,0.0,2.65625,1.1953125,0.45,0.0,0.0,0.7734375,0.6875,0.0078125,0.0,0.6171875,0.0703125,0.0234375,0.0,0.1796875,0.0,0.0,,4
23,2944,self,-0.004186902195215225,0.012565368553623557,-3.2714256048202515,0.008439593366347253,0.103515625,4,1.3400417566299438,-0.7317698150873184,2.663153648376465,0.0006794003420509398,0.0069266100181266665,0.0009492675308138132,0.0,0.091796875,0.0,-0.00190625,0.0046875,0.0,0.828125,0.5390625,0.6509433962264151,0.0,0.0,0.125,0.1640625,0.0,0.0,0.2734375,0.0,0.015625,0.0,0.046875,0.0,0.0,,4
24,3072,self,0.005832082126289606,0.13608869537711143,-1.8696919679641724,0.005350773804821074,0.06640625,4,0.6751725375652313,-0.41420935094356537,1.6087287664413452,0.00039338739588856697,0.0037144937086850405,0.0007554281037300825,0.0,0.044921875,0.0,-0.015971875,0.0,0.0,0.46875,0.1640625,0.35,0.0,0.0,0.1015625,0.203125,0.0,0.0,0.09375,0.0078125,0.0,0.0,0.0,0.0,0.0,,4
25,3200,league,0.018648024648427963,0.44674669206142426,-13.975256443023682,0.045552619732916355,0.349609375,4,7.549477219581604,-4.176610946655273,10.602390050888062,0.003505375236272812,0.03809589613229036,0.007189967087469995,0.03515625,0.30859375,0.099609375,0.022709375000000007,0.014062500000000002,0.0,4.7265625,2.0625,0.43636363636363634,0.0,0.0,1.046875,1.6171875,0.0,0.0,1.015625,0.234375,0.0,0.0,0.296875,0.09375,0.0,,4
25,3200,eval,0.018648024648427963,0.44674669206142426,-13.975256443023682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4
26,3328,self,-0.0031387517228722572,0.004481751995626837,-1.7517915666103363,0.002173338725697249,0.025390625,4,0.6748826205730438,-0.3589814305305481,1.4358903765678406,0.00028309912886470556,0.0015192340360954404,0.0006365935551002622,0.0,0.01953125,0.0,-1.6940658945086007e-21,0.0,0.0,0.40625,0.1796875,0.4423076923076923,0.0,0.0,0.140625,0.0859375,0.0,0.0,0.140625,0.0,0.0,0.0,0.0,0.0,0.0,,4
27,3456,self,0.014287050347775221,0.38979921489953995,-7.211369872093201,0.021447740495204926,0.224609375,4,3.1148815155029297,-1.663740873336792,5.7602293491363525,0.0018337367800995708,0.016695017693564296,0.0032834730809554458,0.0078125,0.20703125,0.0390625,-0.01896250000000001,0.0025390625000000005,0.0,1.8828125,0.96875,0.5145228215767634,0.0,0.0,0.4140625,0.5,0.015625,0.0078125,0.6171875,0.0234375,0.0859375,0.0,0.1953125,0.0,0.0,,4
28,3584,self,0.012294188141822815,0.06102323904633522,-8.007766246795654,0.018043159507215023,0.208984375,4,3.5969054102897644,-2.091757297515869,6.502618193626404,0.0019978006603196263,0.013881415128707886,0.002985136117786169,0.0078125,0.171875,0.029296875,0.004520312499999999,0.003515625000000001,0.0,2.3671875,1.1875,0.5016501650165016,0.0,0.0,0.4453125,0.734375,0.015625,0.0,0.703125,0.078125,0.015625,0.0,0.1953125,0.015625,0.0,,4
29,3712,self,-0.001710857730358839,0.010352135868743062,-3.1579849123954773,0.007877530762925744,0.080078125,4,1.1343366205692291,-0.7179628610610962,2.741611123085022,0.000874459627084434,0.006814012187533081,0.001148315379396081,0.0,0.05859375,0.0,0.002109375,0.003125,0.0,0.8125,0.3984375,0.49038461538461536,0.0,0.0,0.1640625,0.25,0.0,0.0,0.265625,0.0,0.0234375,0.0,0.015625,0.0,0.0,,4
30,3840,league,0.01387910358607769,0.01587523240596056,-4.563557982444763,0.009491516975685954,0.11328125,4,2.0299879908561707,-1.201207160949707,3.734777092933655,0.0009469529613852501,0.006458494812250137,0.0016302091535180807,0.0,0.095703125,0.005859375,-0.0008328124999999998,0.0048828125,0.0,1.359375,0.78125,0.5747126436781609,0.0,0.0,0.3359375,0.2421875,0.0,0.0,0.4140625,0.0546875,0.0234375,0.0,0.109375,0.0,0.0,,4
30,3840,eval,0.01387910358607769,0.01587523240596056,-4.563557982444763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4
31,3968,self,0.006306137889623642,0.06832450069487095,-1.1303067803382874,0.0022770428913645446,0.029296875,4,0.43851857632398605,-0.26923608034849167,0.961024284362793,0.0001309911021962762,0.0018642899813130498,0.000555317266844213,0.0,0.025390625,0.0,-0.0123109375,-0.0001953125,0.0,0.3046875,0.171875,0.5641025641025641,0.0,0.0,0.03125,0.1015625,0.0,0.0,0.1484375,0.0,0.0078125,0.0,0.0,0.0,0.0,,4
32,4096,self,0.02707012975588441,0.5150172337889671,-9.73346471786499,0.05210002511739731,0.341796875,4,5.834331750869751,-3.6864632964134216,7.585596442222595,0.0025308068143203855,0.046000543516129255,0.003856208291836083,0.0234375,0.333984375,0.041015625,0.02215312500000001,0.015820312500000003,0.0,4.171875,2.1640625,0.5187265917602997,0.0,0.0,0.9765625,1.03125,0.0078125,0.0,1.03125,0.203125,0.015625,0.0,0.21875,0.0546875,0.0,,4
33,4224,self,0.00737568736076355,0.11840354837477207,-3.8274816274642944,0.007673678104765713,0.091796875,4,1.417156159877777,-0.9112605601549149,3.321585953235626,0.0006513203261420131,0.005009781336411834,0.0015581592451781034,0.0,0.076171875,0.00390625,-0.013928124999999998,0.0013671875000000001,0.0,1.03125,0.4765625,0.4621212121212121,0.0,0.0,0.234375,0.3203125,0.0078125,0.0,0.328125,0.015625,0.03125,0.0,0.09375,0.0,0.0,,4
34,4352,self,-0.00022197188809514046,0.0017132219163613627,-1.7504278421401978,0.002969239081721753,0.03125,4,0.6854734867811203,-0.39349889010190964,1.4584532380104065,0.00039892701897770166,0.002100509707815945,0.0005762239452451468,0.0,0.029296875,0.001953125,1.0937499999999974e-05,0.0,0.0,0.4453125,0.2421875,0.543859649122807,0.0,0.0,0.09375,0.109375,0.0,0.0,0.1328125,0.0,0.03125,0.0,0.0,0.0,0.0,,4
35,4480,self,0.020333458203822374,0.6705966740846634,-15.365384340286255,0.03563127852976322,0.345703125,4,7.123410224914551,-4.390619277954102,12.632592678070068,0.003377747372724116,0.026067671831697226,0.005363591364584863,0.033203125,0.283203125,0.056640625,0.027224999999999992,0.020507812500000003,0.0,4.96875,2.3203125,0.4669811320754717,0.0,0.0,0.8671875,1.78125,0.03125,0.0,1.0546875,0.25,0.0625,0.0078125,0.2734375,0.03125,0.0,,4
35,4480,eval,0.020333458203822374,0.6705966740846634,-15.365384340286255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4
36,4608,self,0.03343322593718767,0.16802496649324894,-9.573506593704224,0.01939835399389267,0.21875,4,4.662693738937378,-2.7752025723457336,7.686015367507935,0.0018479864811524749,0.014670749427750707,0.003760996158234775,0.00390625,0.169921875,0.041015625,0.013807812499999997,0.011132812500000002,0.0,3.140625,1.546875,0.4925373134328358,0.0,0.0,0.625,0.96875,0.0,0.0,0.6875,0.0546875,0.03125,0.0,0.1875,0.015625,0.0,,4
37,4736,self,0.0007784413173794746,0.00906967103946954,-2.423903524875641,0.005694755003787577,0.076171875,4,0.9639173597097397,-0.5867965817451477,2.0467827916145325,0.00037773814983665943,0.005025321850553155,0.0009291011374443769,0.0,0.0703125,0.001953125,0.0014562500000000007,0.0015625,0.0,0.6640625,0.4375,0.6588235294117647,0.0,0.0,0.109375,0.1171875,0.0,0.0,0.203125,0.0,0.0234375,0.0,0.015625,0.0,0.0,,4
38,4864,self,0.01078009232878685,0.12666676566004753,-13.378137826919556,0.03801331948488951,0.34375,4,5.96554970741272,-3.4034200310707092,10.8160080909729,0.002880137995816767,0.032132157357409596,0.00539792119525373,0.01953125,0.2578125,0.07421875,0.011565625,0.013671875000000007,0.0,3.8515625,2.15625,0.5598377281947262,0.0,0.0,0.75,0.9453125,0.0234375,0.0,1.03125,0.1328125,0.03125,0.0078125,0.2734375,0.03125,0.0,,4
39,4992,self,-0.005589465610682964,0.1118973083794117,-4.97662079334259,0.00692854227963835,0.091796875,4,1.8740952908992767,-1.1183652877807617,4.220890522003174,0.0008016935316845775,0.003965088399127126,0.0014665615744888783,0.0,0.041015625,0.00390625,-0.012068750000000003,0.003125000000000001,0.0,1.265625,0.6875,0.5432098765432098,0.0,0.0,0.2109375,0.3671875,0.0078125,0.0,0.453125,0.015625,0.0078125,0.0,0.0703125,0.0,0.0,,4
40,5120,league,-0.005367963574826717,0.0036917991819791496,-2.234004557132721,0.005267760599963367,0.0625,4,0.8735520392656326,-0.47634075582027435,1.836793214082718,0.00048004603013396263,0.004734094953164458,0.0006192828295752406,0.0,0.0546875,0.001953125,0.0007265625000000005,0.00078125,0.0,0.5390625,0.2890625,0.5362318840579711,0.0,0.0,0.1328125,0.1171875,0.0,0.0,0.171875,0.0,0.015625,0.0,0.0078125,0.0,0.0,,4
40,5120,eval,-0.005367963574826717,0.0036917991819791496,-2.234004557132721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4
41,5248,self,0.00617610476911068,0.0983293205499649,-5.629102468490601,0.01458312850445509,0.16015625,4,2.62015563249588,-1.567091941833496,4.57603907585144,0.0013599921949207783,0.011353846173733473,0.0017633970128372312,0.00390625,0.13671875,0.005859375,-0.0015562500000000008,0.006249999999999999,0.0,1.7734375,0.921875,0.5198237885462555,0.0,0.0,0.3828125,0.46875,0.0,0.0,0.375,0.046875,0.015625,0.0078125,0.1171875,0.015625,0.0,,4
42,5376,self,-0.009975717635825276,0.007238709134981036,-1.816544771194458,0.002520328387618065,0.021484375,4,0.7267989814281464,-0.4280163049697876,1.5177621245384216,0.00042217609006911516,0.0013529110001400113,0.000656403717584908,0.0,0.015625,0.0,0.00020312499999999937,0.0,0.0,0.484375,0.2421875,0.5,0.0,0.0,0.078125,0.1640625,0.0,0.0,0.1484375,0.0,0.015625,0.0,0.0078125,0.0,0.0,,4
43,5504,self,0.009584852959960699,0.1540316939353943,-5.236523389816284,0.0206276155076921,0.19921875,4,2.110585629940033,-1.159786194562912,4.285723686218262,0.0013512788573279977,0.016813859110698104,0.0016985323745757341,0.001953125,0.173828125,0.009765625,0.006971874999999999,0.012499999999999999,0.0,1.3125,0.484375,0.36904761904761907,0.0,0.0,0.203125,0.625,0.015625,0.0,0.28125,0.0234375,0.0,0.0,0.0859375,0.0,0.0,,4
44,5632,self,0.0017556585371494293,0.018342505674809217,-5.416223883628845,0.004783670185133815,0.056640625,4,2.178278386592865,-1.1459791660308838,4.383924603462219,0.0008635928388684988,0.0035938656656071544,0.001450591254979372,0.0,0.044921875,0.0078125,-0.00019687500000000038,0.008203125,0.0,1.296875,0.5078125,0.39156626506024095,0.0,0.0,0.2890625,0.5,0.0,0.0,0.328125,0.0,0.0078125,0.0,0.0703125,0.0,0.0,,4
45,5760,league,0.007606335915625095,0.20631657540798187,-7.513705015182495,0.009980404865927994,0.119140625,4,3.177128493785858,-1.7603897452354431,6.09696626663208,0.0012305831769481301,0.005476584425196052,0.0021060005528852344,0.00390625,0.0703125,0.009765625,-0.011331250000000001,0.004101562499999999,0.0,1.9921875,1.0,0.5019607843137255,0.0,0.0,0.3984375,0.59375,0.0,0.015625,0.578125,0.03125,0.0234375,0.0,0.171875,0.015625,0.0,,4
45,5760,eval,0.007606335915625095,0.20631657540798187,-7.513705015182495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,4
46,5888,self,0.008712928742170334,0.7786792069673538,-10.914045810699463,0.015335178235545754,0.19921875,4,6.132640838623047,-3.327481746673584,8.10888671875,0.0022045231889933348,0.00952491711359471,0.0036909132031723857,0.017578125,0.138671875,0.0390625,0.026759375000000002,0.0189453125,0.0,3.765625,1.4140625,0.3755186721991701,0.0,0.0,0.765625,1.5859375,0.0,0.0,0.7421875,0.15625,0.0234375,0.0,0.2890625,0.046875,0.0,,5
47,6016,self,0.012228504288941622,0.2847646288573742,-9.84046983718872,0.01094718649983406,0.12890625,4,4.449695348739624,-2.395510673522949,7.786284923553467,0.0014875391498208046,0.006280751782469451,0.0030271682189777493,0.009765625,0.09375,0.0234375,0.013849999999999998,0.019140625000000005,0.0,2.7109375,0.90625,0.33429394812680113,0.0,0.0,0.578125,1.2265625,0.0078125,0.0,0.390625,0.0703125,0.015625,0.0,0.1640625,0.0703125,0.0,,5
48,6144,self,-0.0006344891153275967,0.03812420414760709,-3.765746295452118,0.004958663950674236,0.076171875,4,1.4840367138385773,-0.7731907665729523,3.054900288581848,0.0004315483383834362,0.0028332927031442523,0.0008708549430593848,0.0,0.037109375,0.001953125,-0.004473437500000001,0.0025390624999999997,0.0,0.875,0.4296875,0.49107142857142855,0.0,0.0,0.203125,0.2421875,0.0,0.0,0.2734375,0.015625,0.03125,0.0,0.046875,0.015625,0.0,,5
49,6272,self,0.013347112108021975,0.2505861856043339,-8.03676962852478,0.008864135714247823,0.091796875,4,3.7773715257644653,-2.008915424346924,6.268313407897949,0.0018030422506853938,0.004951574141159654,0.00225523894187063,0.0078125,0.068359375,0.013671875,0.014103125000000001,0.015625,0.0,2.2734375,0.7578125,0.3333333333333333,0.0,0.0,0.46875,1.046875,0.0,0.0,0.40625,0.0,0.015625,0.0,0.1328125,0.0,0.0,,5
50,6400,self,0.0027659249026328325,0.046551965177059174,-2.5651522874832153,0.004167811537627131,0.05859375,4,1.0221531391143799,-0.628217488527298,2.1712167263031006,0.00036826857831329107,0.00253017945215106,0.0007443618960678577,0.0,0.03125,0.0,-0.005432812500000001,0.0031249999999999997,0.0,0.7109375,0.296875,0.4175824175824176,0.0,0.0,0.1484375,0.265625,0.0,0.0,0.203125,0.0,0.015625,0.0,0.03125,0.0,0.0,,5
50,6400,eval,0.0027659249026328325,0.046551965177059174,-2.5651522874832153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5
51,6528,self,0.0002304615918546915,0.05100257508456707,-3.0312055945396423,0.0035165163571946323,0.041015625,4,1.1788345575332642,-0.6351209878921509,2.4874922037124634,0.00040225847624242306,0.0025829861406236887,0.0010183602571487427,0.0,0.03125,0.005859375,0.005164062499999999,0.00703125,0.0,0.71875,0.296875,0.41304347826086957,0.0,0.0,0.0546875,0.3671875,0.0,0.0,0.1953125,0.0,0.0,0.0,0.046875,0.0,0.0,,5
52,6656,self,-0.0026363504584878683,0.07790265046060085,-6.050813794136047,0.006427435320802033,0.087890625,4,2.4425992369651794,-1.3806978166103363,4.988912343978882,0.0006943072658032179,0.004539692425169051,0.001618205918930471,0.0,0.052734375,0.005859375,0.002884375,0.0134765625,0.0,1.5625,0.7265625,0.465,0.0,0.0,0.2578125,0.578125,0.0078125,0.0078125,0.328125,0.0859375,0.0,0.0,0.078125,0.03125,0.0,,5
53,6784,self,0.0009405803866684437,0.029415486846119165,-1.7978309988975525,0.0015774524072185159,0.013671875,4,0.7103775590658188,-0.3796918988227844,1.4671452939510345,0.0002374167088419199,0.0010011421982198954,0.00042153429239988327,0.0,0.00390625,0.0,-0.0019234375000000005,0.0011718750000000002,0.0,0.4296875,0.171875,0.4,0.0,0.0,0.078125,0.1796875,0.0,0.0,0.140625,0.0,0.0078125,0.0,0.0078125,0.0,0.0,,5
54,6912,self,-0.002658233977854252,0.13571558520197868,-7.652716875076294,0.011608480475842953,0.169921875,4,3.0127245783805847,-1.732775717973709,6.372767925262451,0.0009244591929018497,0.009426980861462653,0.002100436482578516,0.0,0.115234375,0.013671875,-0.010114062500000002,0.0005859374999999992,0.0,1.9609375,0.9296875,0.47410358565737054,0.0,0.0,0.46875,0.5625,0.0078125,0.0,0.5703125,0.046875,0.015625,0.0,0.140625,0.015625,0.0,,5
55,7040,self,0.009345075581222773,0.057137299329042435,-10.534942388534546,0.01208333414979279,0.19921875,4,4.049450159072876,-2.3540897369384766,8.839581727981567,0.0015176775632426143,0.007600751589052379,0.0027293141465634108,0.0,0.130859375,0.021484375,0.0022374999999999995,0.010546875000000002,0.0,2.6640625,1.0,0.375366568914956,0.0,0.0,0.5,1.1640625,0.0078125,0.0,0.640625,0.0546875,0.046875,0.0,0.171875,0.0234375,0.0,,5
55,7040,eval,0.009345075581222773,0.057137299329042435,-10.534942388534546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5
