generation,total_steps,match_type,policy_loss,value_loss,entropy_loss,approx_kl,clip_frac,epochs_done,ent_launch,ent_ships,ent_target,kl_launch,kl_ships,kl_target,cf_launch,cf_ships,cf_target,mean_dense_rew,mean_cap_bonus,mean_terminal_rew,mean_attempts,mean_launched,launch_rate,mean_filtered_invalid_target,mean_filtered_zero_ships,mean_filtered_sun,mean_filtered_path,mean_out,mean_sun_crash,mean_target_hit_exclusive,mean_target_hit_ambiguous,mean_hit_other_exclusive,mean_hit_other_ambiguous,mean_captured_exclusive,mean_captured_ambiguous,mean_unknown_removal,win_rate,league_size
56,7168,self,0.009383526165038347,0.2073608711361885,-9.912124395370483,0.020108256256207824,0.220703125,4,4.661243438720703,-2.6371328234672546,7.888014197349548,0.0020727424416691065,0.012758779805153608,0.0030202518682926893,0.001953125,0.17578125,0.02734375,0.0011843750000000027,-0.0011718749999999993,0.0,2.984375,1.6171875,0.5418848167539267,0.0,0.0,0.5703125,0.796875,0.015625,0.0078125,0.8671875,0.125,0.03125,0.0078125,0.2578125,0.03125,0.0,,5
57,7296,self,0.006252000108361244,0.12251951172947884,-6.000579833984375,0.00640444178134203,0.06640625,4,2.448430359363556,-1.3185663521289825,4.870715975761414,0.0007396778091788292,0.0037669556913897395,0.0013587948633357882,0.0,0.033203125,0.001953125,-0.017746875,0.005078124999999999,0.0,1.4921875,0.53125,0.35602094240837695,0.0,0.0,0.3984375,0.5625,0.0,0.0,0.3046875,0.015625,0.0390625,0.0,0.109375,0.0,0.0,,5
58,7424,self,0.006369507173076272,0.03830187115818262,-5.264695167541504,0.0055697240168228745,0.072265625,4,2.4233750700950623,-1.2771454155445099,4.118465542793274,0.0006905443733558059,0.0035221019061282277,0.0016771230148151517,0.0,0.04296875,0.009765625,0.003904687499999998,0.007421875000000001,0.0,1.4453125,0.6640625,0.4594594594594595,0.0,0.0,0.3125,0.46875,0.0,0.0078125,0.3515625,0.0,0.0078125,0.0,0.1171875,0.0,0.0,,5
59,7552,self,-0.007594951195642352,0.03771492559462786,-2.65657502412796,0.002088405715767294,0.017578125,4,1.0825273990631104,-0.5729895830154419,2.1470372676849365,0.0003504169872030616,0.001477514160797,0.0006541261682286859,0.0,0.017578125,0.001953125,-0.008865624999999999,0.00234375,0.0,0.6484375,0.375,0.5783132530120482,0.0,0.0,0.1171875,0.15625,0.0,0.0,0.1640625,0.0,0.03125,0.0,0.0234375,0.0,0.0,,5
60,7680,league,0.003978247754275799,0.014064964139834046,-1.8275673985481262,0.002223603456513956,0.021484375,4,0.7916049212217331,-0.3727884292602539,1.4087508618831635,0.00044741545571014285,0.0012452943483367562,0.0005183502798900008,0.0,0.015625,0.0,-0.0033281249999999995,0.0029296875,0.0,0.421875,0.203125,0.48148148148148145,0.0,0.0,0.0390625,0.1796875,0.0,0.0,0.125,0.0,0.015625,0.0,0.015625,0.0,0.0,,5
60,7680,eval,0.003978247754275799,0.014064964139834046,-1.8275673985481262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5
61,7808,self,0.0020965072326362133,0.165086317807436,-4.638412833213806,0.00810458674095571,0.134765625,4,1.8585872948169708,-1.070040762424469,3.849866509437561,0.0019149243598803878,0.005953443935140967,0.001458620186895132,0.013671875,0.078125,0.00390625,0.00900625,0.011718750000000002,0.0,1.2109375,0.546875,0.45161290322580644,0.0,0.0,0.1640625,0.5,0.0,0.0,0.2421875,0.03125,0.0,0.0,0.078125,0.015625,0.0,,5
62,7936,self,-0.006264868192374706,0.1098900455981493,-4.453493356704712,0.004963716957718134,0.056640625,4,1.701207458972931,-1.01481294631958,3.767098903656006,0.0009552560513839126,0.003115471452474594,0.0013301265425980091,0.0,0.029296875,0.0,-0.013250000000000008,0.001171875,0.0,1.1484375,0.4765625,0.41496598639455784,0.0,0.0,0.3046875,0.3671875,0.0,0.0,0.3359375,0.0078125,0.0,0.0,0.046875,0.0,0.0,,5
63,8064,self,0.0025690721813589334,0.21397915482521057,-8.195708274841309,0.009847319917753339,0.12109375,4,3.4685882925987244,-1.9743978679180145,6.701517701148987,0.0014085945440456271,0.00630876119248569,0.0020184277091175318,0.00390625,0.076171875,0.00390625,-0.013790624999999997,-0.0015624999999999994,0.0,2.234375,1.0078125,0.45104895104895104,0.0,0.0,0.4765625,0.75,0.0,0.0,0.6328125,0.046875,0.046875,0.0,0.203125,0.015625,0.0,,5
64,8192,self,-0.004338560625910759,0.007313879206776619,-2.282296657562256,0.009403099946212023,0.115234375,4,0.9580192267894745,-0.5039547085762024,1.8282321095466614,0.0003618818009272218,0.008385486318729818,0.0005952297942712903,0.0,0.08984375,0.0,-0.00011875000000000003,0.0017578125000000003,0.0,0.5703125,0.234375,0.410958904109589,0.0,0.0,0.1484375,0.1875,0.015625,0.0,0.125,0.0,0.0078125,0.0,0.0234375,0.0,0.0,,5
65,8320,league,0.011012348346412182,0.2165842019021511,-6.67453408241272,0.01021521259099245,0.138671875,4,3.2689661383628845,-1.9674943685531616,5.373062491416931,0.0011970674386247993,0.006762236938811839,0.002508074278011918,0.00390625,0.083984375,0.01953125,0.004204687499999999,0.015429687500000002,0.0,2.2265625,1.375,0.6175438596491228,0.0,0.0,0.3984375,0.453125,0.0078125,0.0,0.625,0.171875,0.015625,0.0,0.078125,0.109375,0.0,,5
65,8320,eval,0.011012348346412182,0.2165842019021511,-6.67453408241272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5
66,8448,league,-0.005921056726947427,0.0021385318104876205,-1.9868126809597015,0.0030115231056697667,0.03125,4,0.6867727339267731,-0.46253377199172974,1.7625736892223358,0.0003186893882229924,0.00240197591483593,0.0006231715669855475,0.0,0.037109375,0.0,-0.0004859375000000003,0.0,0.0,0.5234375,0.265625,0.5074626865671642,0.0,0.0,0.0625,0.1953125,0.0,0.0,0.1796875,0.0,0.0,0.0,0.0,0.0,0.0,,5
67,8576,self,0.011865884531289339,0.3470078259706497,-11.759536504745483,0.01848869933746755,0.220703125,4,5.591429233551025,-3.465551435947418,9.633658647537231,0.00304057402536273,0.012208006111904979,0.003761547151952982,0.01953125,0.171875,0.041015625,0.019109375000000005,0.014843750000000003,0.0,3.921875,2.140625,0.545816733067729,0.0,0.0,0.71875,1.0625,0.0078125,0.0,1.1171875,0.1796875,0.03125,0.0,0.2421875,0.078125,0.0,,5
68,8704,self,0.0037657166831195354,0.0284372977912426,-2.938174605369568,0.0025267618475481868,0.021484375,4,1.1919897198677063,-0.6765419244766235,2.4227269291877747,0.0005503365537151694,0.001226019929163158,0.0007071975851431489,0.0,0.01171875,0.0,-0.0026640625,0.0048828125,0.0,0.765625,0.34375,0.4489795918367347,0.0,0.0,0.1484375,0.2734375,0.0,0.0,0.1640625,0.015625,0.0,0.0,0.03125,0.0,0.0,,5
69,8832,self,0.004611660726368427,0.021987622138112783,-2.1664451360702515,0.0025859723100438714,0.02734375,4,0.8227043747901917,-0.455630287528038,1.7993711233139038,0.0003305914578959346,0.0016490009147673845,0.0005890163592994213,0.0,0.0234375,0.0,-0.005470312500000002,0.0,0.0,0.515625,0.234375,0.45454545454545453,0.0,0.0,0.09375,0.1875,0.0,0.0,0.125,0.0,0.0,0.0,0.0078125,0.0,0.0,,5
70,8960,self,0.0022452576085925102,0.3683205619454384,-2.965970754623413,0.002913657750468701,0.033203125,4,1.102272778749466,-0.6627349704504013,2.526432752609253,0.0005104666342958808,0.0021418818505480886,0.0008155836258083582,0.0,0.029296875,0.0,-0.0261828125,-0.000390625,0.0,0.75,0.453125,0.6041666666666666,0.0,0.0,0.1640625,0.1328125,0.0078125,0.0,0.3046875,0.015625,0.0234375,0.0,0.0390625,0.015625,0.0,,5
70,8960,eval,0.0022452576085925102,0.3683205619454384,-2.965970754623413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,5
71,9088,self,0.000881388783454895,0.03489597886800766,-4.622741460800171,0.005254046525806189,0.064453125,4,1.888584852218628,-1.0010058879852295,3.735162615776062,0.0008878065273165703,0.0033121316228061914,0.001412852667272091,0.0,0.048828125,0.00390625,-0.009106250000000005,0.0021484375,0.0,1.1328125,0.5390625,0.47586206896551725,0.0,0.0,0.1640625,0.4296875,0.0,0.0078125,0.3125,0.0078125,0.0078125,0.0,0.0625,0.0,0.0,,5
72,9216,self,0.01576249487698078,0.27937648817896843,-6.686088562011719,0.010207911487668753,0.162109375,4,2.9053433537483215,-1.6430304050445557,5.4237754344940186,0.001247199426870793,0.005842082900926471,0.0022410168312489986,0.0,0.080078125,0.009765625,-0.017956249999999993,-0.003515625,0.0,1.859375,0.953125,0.5126050420168067,0.0,0.0,0.28125,0.625,0.0390625,0.0078125,0.4765625,0.09375,0.0390625,0.0,0.171875,0.0234375,0.0,,5
73,9344,self,0.010948379524052143,0.9250546991825104,-11.574042797088623,0.016994975740090013,0.21484375,4,6.686333775520325,-3.237736225128174,8.125444889068604,0.00237824470968917,0.013060986530035734,0.003556437906809151,0.017578125,0.158203125,0.044921875,0.0268953125,0.022265625,0.0,3.6640625,1.625,0.44349680170575695,0.0,0.0,0.7265625,1.3125,0.0078125,0.0,0.8046875,0.125,0.046875,0.0,0.25,0.046875,0.0,,5
74,9472,self,0.007419056724756956,0.0217887070029974,-2.928701341152191,0.004050825838930905,0.060546875,4,1.1587275266647339,-0.6144105195999146,2.384384334087372,0.0005470886826515198,0.002281121560372412,0.0007719442946836352,0.0,0.025390625,0.001953125,0.0017171874999999989,0.003125,0.0,0.6953125,0.1875,0.2696629213483146,0.0,0.0,0.140625,0.3671875,0.0,0.0,0.1171875,0.0,0.0,0.0,0.0390625,0.0,0.0,,5
75,9600,self,0.010625080205500126,0.1468905285000801,-6.795400023460388,0.007875242037698627,0.111328125,4,3.061293661594391,-1.4911536276340485,5.225259780883789,0.001579419942572713,0.005816875142045319,0.0023588743060827255,0.0078125,0.064453125,0.013671875,0.009359375,0.009570312500000002,0.0,1.6875,0.859375,0.5092592592592593,0.0,0.0,0.265625,0.5625,0.0,0.0,0.4296875,0.0,0.0234375,0.0,0.1328125,0.0,0.0,,5
75,9600,eval,0.010625080205500126,0.1468905285000801,-6.795400023460388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,5
76,9728,self,-0.012687875423580408,0.032763263676315546,-5.691697835922241,0.011646257597021759,0.142578125,4,2.80940043926239,-1.3116629123687744,4.193960666656494,0.0008161560399457812,0.00789755245205015,0.0015391953056678176,0.001953125,0.099609375,0.00390625,-0.0041453125000000006,0.003906250000000001,0.0,1.484375,0.6953125,0.46842105263157896,0.0,0.0,0.296875,0.4921875,0.0078125,0.0,0.40625,0.0546875,0.0,0.0,0.1328125,0.015625,0.0,,5
77,9856,self,0.0001286771148443222,0.0048032187623903155,-1.9352211952209473,0.002515356754884124,0.02734375,4,0.7822185307741165,-0.39349888265132904,1.5465014576911926,0.00021833856590092182,0.0016191975446417928,0.00047349685337394476,0.0,0.017578125,0.0,9.218749999999982e-05,0.001953125,0.0,0.4453125,0.15625,0.3508771929824561,0.0,0.0,0.0703125,0.21875,0.0,0.0,0.1015625,0.0,0.0,0.0,0.015625,0.0,0.0,,5
78,9984,league,-0.0024606995284557343,0.0029925338458269835,-1.633020430803299,0.0011049333115806803,0.0078125,4,0.6399364918470383,-0.3520779609680176,1.3451618552207947,0.00017426698468625546,0.0007171710021793842,0.0003897548886016011,0.0,0.005859375,0.0,-0.0012187499999999993,0.0,0.0,0.3984375,0.203125,0.5098039215686274,0.0,0.0,0.0625,0.1328125,0.0,0.0,0.15625,0.0,0.0234375,0.0,0.0,0.0,0.0,,5
79,10112,self,-0.004676978103816509,0.08989523909986019,-6.292169570922852,0.007611087756231427,0.09765625,4,2.8005950450897217,-1.3599872887134552,4.851562142372131,0.0011884799459949136,0.005343351745977998,0.001516710384748876,0.0,0.08203125,0.005859375,-0.012317187499999998,0.0068359375,0.0,1.5390625,0.640625,0.41624365482233505,0.0,0.0,0.3125,0.5859375,0.0,0.0,0.390625,0.0390625,0.0,0.0,0.140625,0.015625,0.0,,5
