timestamp,generation,total_steps,match_type,policy_loss,value_loss,entropy_loss,approx_kl,clip_frac,epochs_done,ent_action,ent_target,kl_action,kl_target,cf_action,cf_target,mean_dense_rew,mean_cap_bonus,mean_terminal_rew,mean_all_in_penalty,mean_launch_cost_penalty,mean_over_send_penalty,mean_attempts,mean_launched,launch_rate,self_fallback_active_rate,self_fallback_active_rate_ge1,self_fallback_active_rate_ge5,self_fallback_active_rate_ge10,self_fallback_active_rate_ge20,mask_block_target_owner_allowed_ge1,mask_block_target_owner_allowed_ge5,mask_block_target_owner_allowed_ge10,mask_block_target_owner_allowed_ge20,mask_block_flight_path_clear_ge1,mask_block_flight_path_clear_ge5,mask_block_flight_path_clear_ge10,mask_block_flight_path_clear_ge20,mask_block_projected_arrival_state_ge1,mask_block_projected_arrival_state_ge5,mask_block_projected_arrival_state_ge10,mask_block_projected_arrival_state_ge20,mask_block_attack_still_needed_ge1,mask_block_attack_still_needed_ge5,mask_block_attack_still_needed_ge10,mask_block_attack_still_needed_ge20,mask_block_capacity_sufficient_ge1,mask_block_capacity_sufficient_ge5,mask_block_capacity_sufficient_ge10,mask_block_capacity_sufficient_ge20,req_over_src_launched_mean,req_over_src_launched_p50,req_over_src_launched_p75,req_over_src_launched_p90,req_over_src_launched_p95,req_over_prod_launched_mean,req_over_prod_launched_p50,req_over_prod_launched_p75,req_over_prod_launched_p90,req_over_prod_launched_p95,req_over_prod_eta_launched_mean,req_over_prod_eta_launched_p50,req_over_prod_eta_launched_p75,req_over_prod_eta_launched_p90,req_over_prod_eta_launched_p95,eta_advantage_launched_mean,eta_advantage_launched_p50,eta_advantage_launched_p75,eta_advantage_launched_p90,eta_advantage_launched_p95,target_bias_alpha,amount_bin_alpha,send_frac_bin0_mean,send_frac_bin1_mean,send_frac_bin2_mean,send_frac_bin3_mean,send_frac_bin0_p90,send_frac_bin3_p90,mean_filtered_invalid_target,mean_filtered_zero_ships,mean_filtered_sun,mean_filtered_path,mean_out,mean_sun_crash,mean_target_hit_exclusive,mean_target_hit_ambiguous,mean_hit_other_exclusive,mean_hit_other_ambiguous,mean_captured_exclusive,mean_captured_ambiguous,mean_launched_high_prod,mean_captured_neutral,mean_captured_enemy,mean_early_home_expand,noop_rate,high_prod_target_rate,neutral_capture_rate,enemy_capture_rate,early_home_expand_per_episode,mean_target_neutral,mean_target_enemy,mean_early_neutral_attempts,mean_early_enemy_attempts,mean_early_neutral_captured,mean_early_launch_neutral_captured,target_neutral_rate,target_enemy_rate,early_neutral_attempts_per_episode,early_enemy_attempts_per_episode,early_neutral_captured_per_episode,early_launch_neutral_captured_per_episode,early_neutral_launch_to_cap_rate,early_neutral_eta_mean,early_neutral_req_over_src_mean,early_neutral_nearest_rank_mean,early_neutral_eta_advantage_mean,support_launches_per_step,support_ships_to_send_mean,chosen_surplus_frac_mean,chosen_surplus_frac_std,send_fraction_of_src_mean,send_fraction_of_src_std,ships_to_send_mean,required_ships_mean,send_required_ratio_mean,under_invested_rate,over_send_excess_per_launch,over_send_target_rate,send_required_ratio_mean_neutral,send_required_ratio_mean_enemy,under_invested_rate_neutral,under_invested_rate_enemy,ships_to_send_mean_neutral,ships_to_send_mean_enemy,required_ships_mean_neutral,required_ships_mean_enemy,repeat_target_rate,launch_to_cap_rate_neutral,launch_to_cap_rate_enemy,single_shot_capture_rate,capture_hold_k_rate,post_capture_reloss_rate_k,all_in_launch_rate,remaining_ships_after_launch_mean,distinct_targets_per_turn,eval_under_win,eval_under_loss,eval_sr_win,eval_sr_loss,eval_under_enemy_win,eval_under_enemy_loss,ships_bin_rate_0,ships_bin_rate_1,ships_bin_rate_2,ships_bin_rate_3,mean_unknown_removal,win_rate,league_size,eval_wall_s,gen_wall_s
2026-04-28 18:57:39,1,24858,e19/l23/s22,-0.004281587898731232,1.7001419464747112,-5.915968418121338,0.019138026051301087,0.15625,1,4.871965249379476,1.0440030892690022,0.01574254734441638,0.0007211778623362383,0.15104166666666666,0.0078125,0.0009255290047469641,-0.007775245313379997,0.0010057124466972404,-0.004173706653793547,-0.003400811712210591,-0.013978839810121477,2.470472282564969,1.2600370102180385,0.5100389181091335,0.6593153182425359,0.6593153182425359,0.6373380736972429,0.5937771193888776,0.5060557255596715,13.69058901043359,13.970045139440888,14.566725442616065,16.42879690771461,9.534193472688544,9.289480149726128,8.878361422341126,7.715211789338058,0.0,0.0,0.0,0.0,0.7886972453879202,0.7832006127787493,0.7636156605661285,0.7174263166371396,6.175931441568288,6.06014095838211,5.721772343612676,4.6165082944113385,0.510569634736188,0.4,0.7931034482758621,0.9473684210526315,1.0,8.743034182576675,5.333333333333333,11.0,20.0,28.0,1.0378842713949665,0.5714285714285714,1.2,2.25,3.4,0.5034171931880188,1.0,1.0,1.0,1.0,0.10019956529140472,-0.00015190806880127639,0.5548847424794644,0.5494439567476196,0.5864444778224384,0.5941284745477503,0.9668306010928963,1.0,0.0,0.06030251830396653,0.005752675195108215,1.1443800788478558,0.07285380963874809,0.01247083433904578,0.742738756134846,0.307587094697884,0.06452651058009494,0.008729584037332046,0.24708343390457801,0.038217072974495135,0.31692010620323435,0.07313540912382331,0.21216509775524983,0.0,0.41777295035803363,0.25151650597024455,0.05804227060851797,0.168380052359364,0.0,0.27057687665942554,0.42340494005953816,0.00832729905865315,0.0,0.004264220773996299,0.00720090111835224,0.2147372453866292,0.3360257965647149,1.656,0.0,0.848,1.432,0.8647342995169082,12.22752808988764,0.7957955221845809,1.1558988764044944,0.24137640579739647,0.5660551934990747,9.461658730722764,1.090206883340783,0.07611677521832201,0.5702509878551401,0.30612951139151307,16.175340016601748,14.539173743694528,0.6670501748024747,0.01602707362237405,5.546995721856842,0.7085445329471397,1.187055590124438,1.2265282352480902,0.02839726434730895,0.029548693586698337,29.623253047873924,29.20646080760095,26.895331549212013,26.080570071258908,0.7938828938126556,0.6595301813856675,1.4198574821852732,0.9166666666666666,0.8249853544229643,0.1714997070884593,0.33123683034289,17.774982440457187,0.9858797972483707,,,,,,,0.26045590958431775,0.26799054977332226,0.21879190345444097,0.25276163718791905,0.0,0.52,1,,
