timestamp,generation,total_steps,match_type,policy_loss,value_loss,entropy_loss,approx_kl,clip_frac,epochs_done,ent_action,ent_target,kl_action,kl_target,cf_action,cf_target,mean_dense_rew,mean_cap_bonus,mean_terminal_rew,mean_all_in_penalty,mean_launch_cost_penalty,mean_over_send_penalty,mean_attempts,mean_launched,launch_rate,self_fallback_active_rate,self_fallback_active_rate_ge1,self_fallback_active_rate_ge5,self_fallback_active_rate_ge10,self_fallback_active_rate_ge20,mask_block_target_owner_allowed_ge1,mask_block_target_owner_allowed_ge5,mask_block_target_owner_allowed_ge10,mask_block_target_owner_allowed_ge20,mask_block_flight_path_clear_ge1,mask_block_flight_path_clear_ge5,mask_block_flight_path_clear_ge10,mask_block_flight_path_clear_ge20,mask_block_projected_arrival_state_ge1,mask_block_projected_arrival_state_ge5,mask_block_projected_arrival_state_ge10,mask_block_projected_arrival_state_ge20,mask_block_attack_still_needed_ge1,mask_block_attack_still_needed_ge5,mask_block_attack_still_needed_ge10,mask_block_attack_still_needed_ge20,mask_block_capacity_sufficient_ge1,mask_block_capacity_sufficient_ge5,mask_block_capacity_sufficient_ge10,mask_block_capacity_sufficient_ge20,req_over_src_launched_mean,req_over_src_launched_p50,req_over_src_launched_p75,req_over_src_launched_p90,req_over_src_launched_p95,req_over_prod_launched_mean,req_over_prod_launched_p50,req_over_prod_launched_p75,req_over_prod_launched_p90,req_over_prod_launched_p95,req_over_prod_eta_launched_mean,req_over_prod_eta_launched_p50,req_over_prod_eta_launched_p75,req_over_prod_eta_launched_p90,req_over_prod_eta_launched_p95,eta_advantage_launched_mean,eta_advantage_launched_p50,eta_advantage_launched_p75,eta_advantage_launched_p90,eta_advantage_launched_p95,target_bias_alpha,amount_bin_alpha,send_frac_bin0_mean,send_frac_bin1_mean,send_frac_bin2_mean,send_frac_bin3_mean,send_frac_bin0_p90,send_frac_bin3_p90,mean_filtered_invalid_target,mean_filtered_zero_ships,mean_filtered_sun,mean_filtered_path,mean_out,mean_sun_crash,mean_target_hit_exclusive,mean_target_hit_ambiguous,mean_hit_other_exclusive,mean_hit_other_ambiguous,mean_captured_exclusive,mean_captured_ambiguous,mean_launched_high_prod,mean_captured_neutral,mean_captured_enemy,mean_early_home_expand,noop_rate,high_prod_target_rate,neutral_capture_rate,enemy_capture_rate,early_home_expand_per_episode,mean_target_neutral,mean_target_enemy,mean_early_neutral_attempts,mean_early_enemy_attempts,mean_early_neutral_captured,mean_early_launch_neutral_captured,target_neutral_rate,target_enemy_rate,early_neutral_attempts_per_episode,early_enemy_attempts_per_episode,early_neutral_captured_per_episode,early_launch_neutral_captured_per_episode,early_neutral_launch_to_cap_rate,early_neutral_eta_mean,early_neutral_req_over_src_mean,early_neutral_nearest_rank_mean,early_neutral_eta_advantage_mean,support_launches_per_step,support_ships_to_send_mean,chosen_surplus_frac_mean,chosen_surplus_frac_std,send_fraction_of_src_mean,send_fraction_of_src_std,ships_to_send_mean,required_ships_mean,send_required_ratio_mean,under_invested_rate,over_send_excess_per_launch,over_send_target_rate,send_required_ratio_mean_neutral,send_required_ratio_mean_enemy,under_invested_rate_neutral,under_invested_rate_enemy,ships_to_send_mean_neutral,ships_to_send_mean_enemy,required_ships_mean_neutral,required_ships_mean_enemy,repeat_target_rate,launch_to_cap_rate_neutral,launch_to_cap_rate_enemy,linked_launches_per_capture_neutral,linked_launches_per_capture_enemy,single_shot_capture_rate,capture_hold_k_rate,post_capture_reloss_rate_k,all_in_launch_rate,remaining_ships_after_launch_mean,distinct_targets_per_turn,eval_under_win,eval_under_loss,eval_sr_win,eval_sr_loss,eval_under_enemy_win,eval_under_enemy_loss,ships_bin_rate_0,ships_bin_rate_1,ships_bin_rate_2,ships_bin_rate_3,mean_unknown_removal,win_rate,league_size,eval_wall_s,gen_wall_s
2026-04-28 19:26:58,1,24868,e21/l23/s20,0.04564167310794195,1.863717794418335,-5.575588385264079,0.011880389104341435,0.10677083333333333,1,4.648335297902425,0.927252729733785,0.011888674460351467,0.00029949921493728954,0.11197916666666667,0.0026041666666666665,-0.0004059835933730094,-0.008966426250603184,-0.0016084928422068522,-0.0044824674280199445,-0.0036427281406343727,-0.013299179668650454,2.468031204761139,1.2727199613961717,0.5156822810590631,0.6574260676083566,0.6574260676083566,0.6331116031192445,0.5857309475720422,0.4934478741991846,12.803631190669426,13.08960480426349,13.680801069609991,15.543218335674398,10.260894939860114,10.001048238567343,9.566489346570705,8.40167528863613,0.0,0.0,0.0,0.0,0.8536307347188152,0.848191543555782,0.8301425198418343,0.7802596868683408,6.811610326369448,6.693919236647204,6.355867209057548,5.208092089485765,0.525217386818034,0.42857142857142855,0.8125,0.9512195121951219,1.0,8.772609794628751,5.5,11.0,20.0,27.0,1.0205329722212635,0.575,1.2,2.2222222222222223,3.3333333333333335,0.469537651052619,0.699999988079071,1.0,1.0,1.0,0.09998031705617905,-3.6170382372802123e-05,0.5517787641085207,0.583422560353647,0.6077298598915432,0.6079376926352791,0.967741935483871,1.0,0.0,0.06309313173556377,0.006112272800386038,1.1261058388290173,0.06635032974103265,0.012747305774489303,0.7662859900273444,0.3200900755991636,0.06200739906707415,0.00804246421103426,0.26363197683770306,0.041056779797329905,0.27444909120154415,0.07604149911532894,0.22864725751970405,0.0,0.387566350329741,0.2156398104265403,0.059747235387045815,0.179652448657188,0.0,0.25723821778993083,0.457978124497346,0.009852018658516969,0.0,0.005187389416117098,0.008364162779475631,0.2021169036334913,0.35984202211690364,1.9758064516129032,0.0,1.0403225806451613,1.6774193548387097,0.8489795918367347,12.245273245273244,0.7944734648187527,1.1437451437451438,0.24112060907200591,0.557503619108895,8.865406809001732,1.087193996840443,0.0754920455220625,0.5859042319666525,0.3066925951907544,16.221484992101107,14.610300157977884,0.6817336059976034,0.019052132701421802,5.224707740916272,0.7070532411130771,1.1822648307580645,1.2304785764742123,0.03783023292168204,0.03169725173412943,29.25433797092387,28.647818070067608,26.6392058777552,25.63921327596804,0.36205371248025275,0.3074878849460685,0.39467907630169463,2.315200813421454,2.3061179087875416,0.9143460472482513,0.8107588856868396,0.1841635789762591,0.35219589257503947,15.990679304897315,1.011018175969117,,,,,,,0.28846761453396524,0.2358609794628752,0.24666666666666667,0.2290047393364929,0.0,0.46774193548387094,1,,
