timestamp,generation,total_steps,match_type,policy_loss,value_loss,entropy_loss,approx_kl,clip_frac,epochs_done,ent_launch,ent_ships,ent_target,kl_launch,kl_ships,kl_target,cf_launch,cf_ships,cf_target,mean_dense_rew,mean_cap_bonus,mean_terminal_rew,mean_attempts,mean_launched,launch_rate,mean_filtered_invalid_target,mean_filtered_zero_ships,mean_filtered_sun,mean_filtered_path,mean_out,mean_sun_crash,mean_target_hit_exclusive,mean_target_hit_ambiguous,mean_hit_other_exclusive,mean_hit_other_ambiguous,mean_captured_exclusive,mean_captured_ambiguous,mean_launched_high_prod,mean_captured_neutral,mean_captured_enemy,mean_early_home_expand,noop_rate,high_prod_target_rate,neutral_capture_rate,enemy_capture_rate,early_home_expand_per_episode,mean_target_neutral,mean_target_enemy,mean_early_neutral_attempts,mean_early_enemy_attempts,mean_early_neutral_captured,mean_early_launch_neutral_captured,target_neutral_rate,target_enemy_rate,early_neutral_attempts_per_episode,early_enemy_attempts_per_episode,early_neutral_captured_per_episode,early_launch_neutral_captured_per_episode,early_neutral_launch_to_cap_rate,chosen_multiplier_mean,chosen_multiplier_std,ships_to_send_mean,required_ships_mean,send_required_ratio_mean,under_invested_rate,send_required_ratio_mean_neutral,send_required_ratio_mean_enemy,under_invested_rate_neutral,under_invested_rate_enemy,ships_to_send_mean_neutral,ships_to_send_mean_enemy,required_ships_mean_neutral,required_ships_mean_enemy,repeat_target_rate,launch_to_cap_rate_neutral,launch_to_cap_rate_enemy,eval_under_win,eval_under_loss,eval_sr_win,eval_sr_loss,eval_under_enemy_win,eval_under_enemy_loss,ships_bin_rate_0,ships_bin_rate_1,ships_bin_rate_2,ships_bin_rate_3,mean_unknown_removal,win_rate,league_size,eval_wall_s,gen_wall_s
2026-04-25 04:24:28,1,25624,exploiter,0.005625417973818396,0.26977684839966876,-12.790226039601796,0.013979451950356846,0.1683541925864952,4,4.344651103909336,4.076659748506783,4.368915211501999,0.0029728895359364483,0.004323999541672642,0.0068680280834014775,0.02937461131840796,0.049291303904903175,0.08645250311871963,-0.0009400405869497354,-0.009122229160162343,-0.001365906962222916,3.0196300343428035,2.961793630970965,0.9808465266558966,0.0,0.0,0.014790821105213863,0.04304558226662504,0.07809085232594443,0.015064002497658446,1.64509834530128,0.9324461442397752,0.17386044333437403,0.0643927567905089,0.29300655635341866,0.08515454261629722,1.5563924445832031,0.05311426787386825,0.32504683109584764,0.0,0.3360521386200437,0.5254898343720765,0.0179331427140843,0.10974661694754458,0.0,0.7461364345925695,2.215657196378395,0.029815797689665937,3.902591320636903e-05,0.0005463627848891664,0.002497658445207618,0.25192046697323867,0.7480795330267613,9.670886075949367,0.012658227848101266,0.17721518987341772,0.810126582278481,0.08376963350785341,1.5575033270525604,0.3201386629692374,13.007260221627819,102.28781310529298,0.28955592669132413,0.914142279261592,0.25795738534938706,0.3001969333478304,0.910769391704587,0.915278120266319,10.290444060881846,13.922165075562758,102.33375176525969,102.2723429738965,0.8934289064867642,0.5285318269783984,0.8840314228343961,,,,,,,0.14673290026748184,0.26315997522828194,0.3155627001172704,0.27454442438696586,0.0,0.45569620253164556,1,,
2026-04-25 04:38:58,2,52927,exploiter,0.002753431295701868,0.13065753290516752,-13.99853148415824,0.008836489758034298,0.11938517517410219,4,4.902529512610391,4.49414363976951,4.601858339020025,0.0018124368967092378,0.002645256449838352,0.004384429478543488,0.013327632623802975,0.025085463845736792,0.053731531200704175,0.0006090319745082924,-0.008770611288136828,0.0012819104127751529,3.3518294692890893,3.2794564699849835,0.9784079112713763,0.0,0.0,0.01970479434494378,0.052668204959161996,0.09229754971981101,0.016445079295315534,1.7690729956415046,1.0614950738014137,0.1861333919349522,0.06775812181811522,0.3081346372193532,0.09006336300040288,1.723436984946709,0.05838186279895982,0.33981613742079625,0.0,0.3344321136871406,0.5255251901406092,0.017802298439786014,0.1036196517718536,0.0,0.782075229828224,2.497381240156759,0.027579386880562575,3.66260117935758e-05,0.0005860161886972128,0.003039958978866791,0.238477088196205,0.7615229118037949,8.655172413793103,0.011494252873563218,0.1839080459770115,0.9540229885057471,0.1102257636122178,1.5645048526340475,0.3146687126070401,13.657780408537063,92.57302404538804,0.32370453091594953,0.9013502496119009,0.29575879478721845,0.3324559652801415,0.8960333442607596,0.9030152817293873,11.288577717416757,14.399715484116975,92.79904463073105,92.50224386237645,0.9020426853103117,0.566196787336674,0.9092628985422228,,,,,,,0.14026290219904175,0.2445526530338735,0.34517919565775806,0.27000524910932666,0.0,0.5402298850574713,2,,
2026-04-25 04:52:55,3,78729,exploiter,0.0019208728318508383,0.11933105083016476,-13.452545071592425,0.006659172313826131,0.09099513732616117,4,4.716031074818998,4.302992649007551,4.433521339503845,0.0013029495953515375,0.002026561954684583,0.0033198791834996035,0.007191074893367246,0.01615522353158397,0.03768271676006515,0.0010537477714905829,-0.008610960390667383,0.001744050848771413,3.1989380668165257,3.126850631733974,0.9774651982699087,0.0,0.0,0.018099372141694443,0.0539880629408573,0.10158127276955274,0.018486938996976978,1.7194015967754437,0.9687621114642275,0.18750484458569103,0.06026664599643439,0.28993876443686534,0.08414076428183861,1.739748856677777,0.06084799627935819,0.31323153243934576,0.0,0.34299666692504455,0.5563901386978024,0.019459834653379443,0.10017476666790615,0.0,0.8946593287342066,2.2321913029997673,0.0305015115107356,7.751337105650724e-05,0.0008526470816215797,0.003294318269901558,0.2861215434003892,0.7138784565996108,9.258823529411766,0.023529411764705882,0.25882352941176473,1.0,0.10800508259212198,1.5641071406437859,0.31704553738894964,13.314047025867946,97.7847891024926,0.31188158902902047,0.9044113090147374,0.29607378352290026,0.31821733661654167,0.8910067579275689,0.9097838354023787,11.273132905908854,14.132042712040976,98.54461964997401,97.48025002170327,0.9022422191648385,0.5665829145728644,0.9045750499175276,,,,,,,0.14249061093964974,0.24782161405074432,0.3354404491875209,0.27424732582208505,0.0,0.5529411764705883,3,,
2026-04-25 05:06:33,4,104658,exploiter,0.0005009159987122555,0.1815984891589933,-14.698645926461431,0.0064618008032331035,0.08856029421311294,4,5.236460784973182,4.759311869226653,4.702873254057222,0.0014177496942004483,0.0018993454086112566,0.003256187249798548,0.008387405948318872,0.013357007894389735,0.03554386998815783,0.002259770912877474,-0.008991322457480033,0.0030853484515407457,3.5446797022638745,3.4618766631956497,0.9766401914916767,0.0,0.0,0.020170465501947628,0.06263257356627715,0.1092213351845424,0.01708511705040688,1.8483551236067723,1.113155154460257,0.20344016352346794,0.06463805005977863,0.3155540128813298,0.09657140653322535,1.8035018704924988,0.05966292568166917,0.35246249373288596,0.0,0.31690385282887884,0.5209607522030235,0.01723427247306797,0.10181255082829228,0.0,0.8263334490339003,2.6355432141617494,0.028346638898530604,0.0,0.0009256045354622237,0.0035095838636275984,0.23869523077437252,0.7613047692256275,9.1875,0.0,0.3,1.1375,0.12380952380952381,1.566248899880797,0.3172106770395264,13.852221962278444,90.785123046244,0.345882908514679,0.8881387654155944,0.33767290087130186,0.3484570282999638,0.8671240548865864,0.89472759998244,12.075702417623448,14.40922194418836,91.70209091757678,90.49762207881528,0.908236132927821,0.5415383179314851,0.92153591758491,,,,,,,0.14364493165335382,0.24105700567048785,0.33932689415460715,0.2759711685215512,0.0,0.6,4,,
2026-04-25 05:20:03,5,130299,exploiter,0.00043209575768791844,0.22980624469766273,-13.35116822090908,0.006727238306897317,0.08722583726233807,4,4.566503931633869,4.200074152863441,4.584590174962039,0.001120022150092186,0.002014764502936446,0.003594688213411811,0.005881179087049332,0.015839959879345562,0.040344912243719715,-0.0009999141999142,-0.00942724542724542,-0.00078000078000078,3.1265941265941266,3.0641940641940644,0.9800421609350247,0.0,0.0,0.016848016848016848,0.045552045552045554,0.08642408642408643,0.015873015873015872,1.7113607113607114,0.9737139737139737,0.16719316719316718,0.05627705627705628,0.31094731094731093,0.08993408993408994,1.5921765921765922,0.052455052455052456,0.34842634842634845,0.0,0.33809133809133807,0.5196069696699717,0.01711871094197457,0.1137089691863203,0.0,0.7717327717327718,2.2924612924612924,0.02804102804102804,0.0,0.000585000585000585,0.002418002418002418,0.2518550573381359,0.748144942661864,9.460526315789474,0.0,0.19736842105263158,0.8157894736842105,0.08623087621696801,1.56471636396034,0.3155292218909929,12.20264990008782,94.26437908080796,0.30288442142856437,0.9092135575099594,0.2602942929149842,0.31722193632328755,0.9080756013745704,0.9095966383695412,9.638568829593693,13.06582058828533,98.67692540933899,92.77894217519267,0.8969440873627003,0.499494643218112,0.893707150269645,,,,,,,0.14128982168539755,0.244460283317848,0.34250149550077,0.2717483994959844,0.0,0.47368421052631576,5,,
2026-04-25 05:32:02,6,157532,exploiter,0.0004984932080427176,0.3182585990414933,-13.251162871508532,0.005612961350811182,0.0729866203121806,4,4.629586177812496,4.243018313752653,4.378558348322138,0.00100225425066269,0.001906124502748356,0.0027474890323137173,0.005207955204343921,0.01364729668783295,0.026773344099023183,0.0016418609774905464,-0.0077414901039180375,0.0023868101200749093,3.16692982778247,3.0997686630191312,0.9787929735057105,0.0,0.0,0.017148312708845887,0.05001285205449271,0.10031946535453311,0.016413909594976683,1.6855285866412073,0.9686777071934785,0.19200969412110308,0.0624609848345757,0.28542577020526566,0.08184922704072266,1.6784415965923696,0.060955458451143835,0.30631953879484447,0.0,0.33507142070282375,0.541473180439727,0.019664518574677787,0.09882012888551933,0.0,0.8885543274703485,2.2112143355487826,0.030220688135717697,0.0,0.0006242426467888224,0.0027907318327029707,0.2866518195602729,0.713348180439727,9.459770114942529,0.0,0.19540229885057472,0.8735632183908046,0.09234507897934387,1.5615108510235023,0.31215266721206864,13.0433093252464,97.2449772554966,0.31020999558230344,0.9053023123578469,0.2922889530662344,0.31741138697364557,0.8925117778328787,0.9104420605134678,11.517191503430036,13.656564482380684,98.21096784858253,96.85680361353748,0.900303260045489,0.555707083230019,0.905759075359527,,,,,,,0.1399734647460197,0.24442048900682334,0.3535467210007581,0.2620593252463988,0.0,0.5747126436781609,6,,
2026-04-25 05:47:41,7,184017,league,-0.001034082446679257,0.5363838918831038,-15.198373383369999,0.00573514471072951,0.07539293144330167,4,5.322621387847955,4.832417128742605,5.043334860156699,0.0008978440141859847,0.0017281843107930443,0.0031125083675940975,0.0034079486931615694,0.010958919137410351,0.03053089453060414,0.0030721389465735334,-0.009426014725316206,0.003209363790824995,3.6272229563904097,3.5482348499150462,0.978223531493645,0.0,0.0,0.01868982442892203,0.06029828204644138,0.1084387389088163,0.022012459882952615,1.9163677553332075,1.1282612799697942,0.2096658485935435,0.06985085897677931,0.32724183500094395,0.09899943364168397,1.9096847272040778,0.05742873324523315,0.3688125353973947,0.0,0.29820653199924485,0.5382069699388136,0.01618515562649641,0.10394253790901836,0.0,0.8512743062110628,2.6969605437039834,0.029110817443836135,7.551444213705872e-05,0.000641872758164999,0.0023031904851802906,0.2399148709763235,0.7600851290236765,9.759493670886076,0.02531645569620253,0.21518987341772153,0.7721518987341772,0.07911802853437094,1.5619377494014364,0.3104484503726026,13.435988294759245,94.9979462623038,0.3261699494628491,0.8985049215216813,0.3202953992468135,0.3280242048657071,0.8761199325822763,0.9055705665766005,11.698216978621485,13.984502092987443,95.45183181052072,94.85468087191477,0.9075498802873104,0.534418522132529,0.9201164793011242,,,,,,,0.13413141793030062,0.25091779728651237,0.3542537909018356,0.2606969938813514,0.0,0.6075949367088608,7,,
2026-04-25 06:00:50,8,210081,exploiter,-0.0012437659910681438,0.5694659596272543,-13.159872134526571,0.005743820790182023,0.07493298101768482,4,4.554906376436645,4.1166177952990815,4.488347945844426,0.0011385402025303384,0.0014728869880890865,0.0031575522278252917,0.005740655637483168,0.00796951593228561,0.031742110912341116,0.0001414825046040511,-0.008141958256599134,0.0005755064456721916,3.0897022713321056,3.0285451197053406,0.9802061343598659,0.0,0.0,0.015346838551258441,0.04581031307550645,0.07807704112952732,0.013236648250460404,1.681437998772253,0.9476289134438306,0.163865868631062,0.059315531000613875,0.287024248004911,0.08156844689993861,1.6265346838551258,0.0575890116635973,0.3110036832412523,0.0,0.3312231430325353,0.5370680044593088,0.019015404884970104,0.10269078747339618,0.0,0.7889426028238183,2.2396025168815226,0.031384284837323514,0.00011510128913443831,0.0006522406384284837,0.0027624309392265192,0.26050217898043987,0.7394978210195602,9.623529411764705,0.03529411764705882,0.2,0.8470588235294118,0.08801955990220049,1.564046822742475,0.31036788888117006,12.492614269788183,96.26309921962095,0.30071726220752193,0.9104464376203507,0.267859116284493,0.31229216934978365,0.907455137868988,0.9115001798776832,10.641637893303507,13.144655919688898,99.47580605942713,95.13136210234184,0.8967137934529239,0.5195253610854448,0.8881332122727974,,,,,,,0.13071348940914157,0.2532431336779163,0.3526021080368906,0.26344126887605146,0.0,0.5176470588235295,8,,
2026-04-25 06:13:48,9,236208,self,-6.586095579422829e-05,0.8770923437868676,-14.193715279276779,0.006091806724832234,0.07970973074254466,4,4.912858208505119,4.450747898729836,4.830109178729174,0.0010362360040833264,0.0018705088195175206,0.003204599840611946,0.002625127036760493,0.01225736789041903,0.032661966488855644,-0.00015890075400926124,-0.009472193516285825,-0.0009568645462548321,3.353083017568033,3.2725532973552265,0.9759833801337808,0.0,0.0,0.020362077544302828,0.06016764266850385,0.09442339342442684,0.01630497186818234,1.7953458108470164,1.039996938033452,0.18658858651969226,0.06472231790867684,0.31633941899184753,0.09897806866459984,1.7679029356604279,0.049756956405251275,0.3655605312511961,0.0,0.3084548551307077,0.5402212813735351,0.015204322705901616,0.11170498935697411,0.0,0.7417996708385961,2.5307536265166304,0.02912695678799709,7.654916370038657e-05,0.000535844145902706,0.0024878478202625637,0.2266730602792917,0.7733269397207083,9.632911392405063,0.02531645569620253,0.17721518987341772,0.8227848101265823,0.08541392904073587,1.564461650019883,0.3078137142882328,13.142581460082805,95.1460199761409,0.32406602544277874,0.8996982526724521,0.3027890760041507,0.33030260016291374,0.8842165006965584,0.9042361730766323,11.509984004953305,13.621118857851515,97.74923894535885,94.38297968875244,0.900774250894716,0.49760074299571744,0.9040244400417417,,,,,,,0.12889756964749363,0.24868424130429698,0.3636289209609132,0.2587892680872962,0.0,0.46835443037974683,9,,
2026-04-25 06:24:46,10,261668,exploiter,-0.001695387292244991,0.998055380418073,-13.840393237732163,0.006774195507648471,0.09316247183567465,4,4.935241201415134,4.500968887578303,4.4041831888745175,0.0012409832207462633,0.0022548901428463847,0.003348592176492883,0.0055855787558078615,0.016286646052212198,0.0363553354011184,0.003530510604870385,-0.008382560879811462,0.00432050274941084,3.3875098193244306,3.302395915161037,0.9748741970642116,0.0,0.0,0.019992144540455618,0.06512175962293794,0.10573448546739984,0.01382560879811469,1.7830714846818538,1.0713275726630007,0.20153181461115474,0.06264728986645719,0.2880204241948154,0.08680282796543598,1.7898271798900236,0.060958366064414765,0.3138648860958366,0.0,0.3166928515318146,0.541978377478324,0.01845883038570868,0.09504156804909668,0.0,0.8831893165750196,2.419206598586017,0.03150039277297722,0.0001178318931657502,0.0007069913589945011,0.002199528672427337,0.2674389562197457,0.7325610437802543,10.025,0.0375,0.225,0.7,0.06982543640897755,1.567987250086228,0.3104995608869811,14.404226977009717,96.57264001712674,0.3389126183302477,0.8906385661104438,0.2980246703919736,0.35383974312267624,0.8869963532864894,0.8919682431445132,11.373877079071422,15.510528793856444,102.10362003024103,94.55342327861932,0.9070873821049251,0.5606154940852086,0.9149903398113421,,,,,,,0.13191165451539624,0.24228404238870585,0.35923357794455213,0.2665707251513458,0.0,0.6375,10,,
