timestamp,generation,total_steps,match_type,policy_loss,value_loss,entropy_loss,approx_kl,clip_frac,epochs_done,ent_action,ent_target,kl_action,kl_target,cf_action,cf_target,mean_dense_rew,mean_cap_bonus,mean_terminal_rew,mean_all_in_penalty,mean_over_send_penalty,mean_attempts,mean_launched,launch_rate,self_fallback_active_rate,mean_filtered_invalid_target,mean_filtered_zero_ships,mean_filtered_sun,mean_filtered_path,mean_out,mean_sun_crash,mean_target_hit_exclusive,mean_target_hit_ambiguous,mean_hit_other_exclusive,mean_hit_other_ambiguous,mean_captured_exclusive,mean_captured_ambiguous,mean_launched_high_prod,mean_captured_neutral,mean_captured_enemy,mean_early_home_expand,noop_rate,high_prod_target_rate,neutral_capture_rate,enemy_capture_rate,early_home_expand_per_episode,mean_target_neutral,mean_target_enemy,mean_early_neutral_attempts,mean_early_enemy_attempts,mean_early_neutral_captured,mean_early_launch_neutral_captured,target_neutral_rate,target_enemy_rate,early_neutral_attempts_per_episode,early_enemy_attempts_per_episode,early_neutral_captured_per_episode,early_launch_neutral_captured_per_episode,early_neutral_launch_to_cap_rate,chosen_surplus_frac_mean,chosen_surplus_frac_std,send_fraction_of_src_mean,send_fraction_of_src_std,ships_to_send_mean,required_ships_mean,send_required_ratio_mean,under_invested_rate,over_send_excess_per_launch,over_send_target_rate,send_required_ratio_mean_neutral,send_required_ratio_mean_enemy,under_invested_rate_neutral,under_invested_rate_enemy,ships_to_send_mean_neutral,ships_to_send_mean_enemy,required_ships_mean_neutral,required_ships_mean_enemy,repeat_target_rate,launch_to_cap_rate_neutral,launch_to_cap_rate_enemy,single_shot_capture_rate,capture_hold_k_rate,post_capture_reloss_rate_k,all_in_launch_rate,remaining_ships_after_launch_mean,distinct_targets_per_turn,eval_under_win,eval_under_loss,eval_sr_win,eval_sr_loss,eval_under_enemy_win,eval_under_enemy_loss,ships_bin_rate_0,ships_bin_rate_1,ships_bin_rate_2,ships_bin_rate_3,mean_unknown_removal,win_rate,league_size,eval_wall_s,gen_wall_s
2026-04-27 16:59:07,1,24537,league,0.0007396476867143065,0.5106752937814841,-2.060040728499492,0.007494920746467092,0.0944756782798019,4,1.8514472238409023,0.20859351030473286,0.006549928401000216,0.000913188183631064,0.08264114437406533,0.009127956203883514,-0.0002558258955862581,-0.009721726372417163,0.0,-0.004565350287321189,-0.012856257896238328,0.8729266006439255,0.7477686758772466,0.8566226247723984,0.8616597366597366,0.0,0.05367404328157476,0.0037901944002934345,0.06769368708481069,0.07335860129600195,0.013449076904267025,0.4791539307983861,0.07657822879732648,0.06019480784121938,0.004605289970249012,0.2920894974935811,0.015690589721644863,0.1654644007009822,0.0759669071198598,0.2318131800953662,0.0,0.571871051880833,0.22127752343579682,0.10159145410943972,0.31000654022236757,0.0,0.2783143823613319,0.4694542935159147,0.008313974813546888,0.0,0.004238496963769002,0.007335860129600196,0.37219315456725527,0.6278068454327447,1.6721311475409837,0.0,0.8524590163934426,1.4754098360655739,0.8823529411764706,1.0842304338347506,0.07456268613894024,0.8029331260757956,0.21710061588551918,29.646337475474166,26.947133202528885,1.1734813587335131,0.029758011772400263,8.596413778068454,0.4074662754207931,1.1937518265266773,1.1614640807962344,0.04026943915653829,0.023526347773244204,29.588665983306488,29.6805278235958,26.98403865866159,26.925253928292385,0.6454654458251581,0.6501683994728364,0.9321989756055213,0.9584216101694916,0.8342187712845661,0.16128592834763655,0.6105297580117724,10.349302376280793,0.5621306598198639,,,,,,,0.3080989753651624,0.2196424678439067,0.26504251144538915,0.20721604534554175,0.0,0.5,1,,
